link,is_furnished,apartment_class
https://www.otodom.pl/pl/oferta/bezposrednio-mieszkanie-2-pokojowe-bemowo-ID4nnlk,1,standard
https://www.otodom.pl/pl/oferta/bielany-2-pok-wysokie-jasne-i-przestronne-ID4tUWV,1,standard
https://www.otodom.pl/pl/oferta/blisko-metra-po-remoncie-balkon-ID4tfEP,1,standard
https://www.otodom.pl/pl/oferta/do-wynajecia-2-pokoje-na-mlocinach-bielanach-ID4qfEQ,1,standard
https://www.otodom.pl/pl/oferta/dwa-pokoje-na-bielanach-ID4soIG,1,standard
https://www.otodom.pl/pl/oferta/dwa-pokoje-premium-ID4tW4W,1,standard
https://www.otodom.pl/pl/oferta/dwupokojowe-150m-od-metro-wilenska-43m-ID4tCgd,1,standard
https://www.otodom.pl/pl/oferta/dwupokojowe-48-m-centrum-zoliborza-ID4tiY1,1,basic
https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkania-z-garazem-i-piwnica-ID4tsKP,1,standard
https://www.otodom.pl/pl/oferta/ekskluzywny-budynek-z-silownia-garaz-ciche-ID4u1X4,1,standard
https://www.otodom.pl/pl/oferta/fantastyczne-3-pokoje-po-rem-z-widokiem-na-park-ID4tW6q,1,basic
https://www.otodom.pl/pl/oferta/flory-srodmiescie-nowoczesne-2-pokoje-park-ID4rCkR,1,standard
https://www.otodom.pl/pl/oferta/jasne-i-funkcjonalne-mieszkanie-na-powislu-47m2-ID4gcMm,1,standard
https://www.otodom.pl/pl/oferta/jasne-z-zielonym-widokiem-garaz-w-cenie-ID3JEk4,1,basic
https://www.otodom.pl/pl/oferta/kawalerka-full-popularna-51-warszawa-ID4qYab,1,standard
https://www.otodom.pl/pl/oferta/kawalerka-na-starowce-ID4mcDP,1,standard
https://www.otodom.pl/pl/oferta/kawalerka-przy-metrze-dw-gdanski-ID4ta01,1,standard
https://www.otodom.pl/pl/oferta/kawalerka-rudzka-bielany-wysoki-standard-ID4tW30,1,standard
https://www.otodom.pl/pl/oferta/kawalerka-studio-500m-od-rondo-daszynskiego-ID44g4S,1,basic
https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-marszalkowska-pl-konstytucji-ID4tCPQ,1,basic
https://www.otodom.pl/pl/oferta/klimatyczne-studio-35m2-eko-park-mokotow-eng-ID4dR81,1,standard
https://www.otodom.pl/pl/oferta/komfortowo-urzadzone-mieszkanie-warszawa-ID4tWcg,1,standard
https://www.otodom.pl/pl/oferta/luksusowemetro-mlocinyul-lekka-32pokgaraz-ID4p7CM,1,standard
https://www.otodom.pl/pl/oferta/metro-stoklosy-ostatnie-pietro-odnowione-garaz-ID4rpMK,1,standard
https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-mokotowie-cybernetyki-15-ID4tWfj,1,standard
https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-z-garazem-osiedle-zamkniete-ID4tWao,1,standard
https://www.otodom.pl/pl/oferta/mieszkanie-31-m2-bemowo-ul-chrzanowska-warszawa-ID482x7,1,standard
https://www.otodom.pl/pl/oferta/mieszkanie-36m2-niedaleko-pl-hallera-super-ofert-ID4sMzN,1,basic
https://www.otodom.pl/pl/oferta/mieszkanie-lokal-w-kamienicy-ul-smolna-warszawa-ID4swFZ,0,standard
https://www.otodom.pl/pl/oferta/mieszkanie-typu-comfort-2-pokojowe-nr-146-nieumebl-ID4tAky,0,standard
https://www.otodom.pl/pl/oferta/mieszkanie-z-garazem-w-cenie-ul-domaniewska-47-ID4qRm7,1,standard
https://www.otodom.pl/pl/oferta/mokotow-2-pokoje-po-kapitalnym-remoncie-ID4ttnL,1,standard
https://www.otodom.pl/pl/oferta/mokotow-ul-irysowa-2-pok-43-80-m-ID4tosj,1,standard
https://www.otodom.pl/pl/oferta/motorowa-2-pokoje-apartament-po-remoncie-garaz-ID3wiFG,1,standard
https://www.otodom.pl/pl/oferta/nowe-mieszkanie-marina-mokotow-2-parking-w-cenie-ID4mVax,1,superior
https://www.otodom.pl/pl/oferta/nowe-mieszkanie-z-klimatyzacja-blisko-wkd-ID4ttI6,1,basic
https://www.otodom.pl/pl/oferta/nowy-apartament-grzybowska-daszynskiego-2-pokoje-ID45rQt,1,standard
https://www.otodom.pl/pl/oferta/obrzezna-1-mokotow-2-pokojowe-ID4t6Wh,1,standard
https://www.otodom.pl/pl/oferta/ochota-w-korotynskiego-55m-2-pok-bezposrednio-ID4tawq,1,standard
https://www.otodom.pl/pl/oferta/odswiezone-saska-kepa-speak-ukr-rus-eng-ID4ttbW,1,standard
https://www.otodom.pl/pl/oferta/piekne-jasne-mieszkanie-19-dzielnica-kolejowa-45-ID4tW8F,1,superior
https://www.otodom.pl/pl/oferta/piekne-sloneczne-mieszkanie-na-siedmiogrodzkiej-3-ID4sWwW,1,standard
https://www.otodom.pl/pl/oferta/pierwszy-wynajem-2-pokoje-50m-ul-kopalniana-klima-ID4snR8,1,standard
https://www.otodom.pl/pl/oferta/pl-zbawiciela-warszawa-25-m-al-wyzwolenia-14-ID46U5W,1,standard
https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-na-osiedlu-garaz-w-cenie-ID4tHlS,1,standard
https://www.otodom.pl/pl/oferta/przestronne-wysoki-standard-dla-rodziny-ID4tfJU,1,superior
https://www.otodom.pl/pl/oferta/rezerwacja-mieszkaniejana-kazimierza-goleszowska-ID4tW3p,1,standard
https://www.otodom.pl/pl/oferta/saska-kepa-z-przepieknym-widokiem-ID3JQ8A,1,standard
https://www.otodom.pl/pl/oferta/sloneczna-kawalerka-ul-boguslawskiego-12a-ID4tW7h,1,basic
https://www.otodom.pl/pl/oferta/spokojne-osiedle-ID4suEv,1,standard
https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-na-brodnie-47-7m2-ID4ttPA,1,standard
https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-na-wynajem-rydygiera-ID4qgDC,1,standard
https://www.otodom.pl/pl/oferta/ursus-mieszkanie-50-m2-garaz-i-duzy-balkon-ID4ti7K,1,standard
https://www.otodom.pl/pl/oferta/ursynow-kabaty-2-pokoje-metro-park-ID4sJTH,1,standard
https://www.otodom.pl/pl/oferta/warszawa-stare-miasto-ID4sOt8,1,basic
https://www.otodom.pl/pl/oferta/wyjatkowe-3-pokoje-mokotow-rezydencja-rozana-ID4rW01,1,premium
https://www.otodom.pl/pl/oferta/wyjatkowe-350-m2-m-na-wynajem-mokotow-ID4t0Cy,1,premium
https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-130-metrow-z-pieknym-widokiem-ID4rk3U,1,superior
https://www.otodom.pl/pl/oferta/wynajme-3-pokoje-ID4tCKp,1,standard
https://www.otodom.pl/pl/oferta/wynajme-bezposrednio-2-pokojowe-mieszkanie-ID4tWaq,1,standard
https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-36m2-kameralny-blok-ID4tWfI,1,standard
https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-na-saskiej-kepie-ID4moAu,1,standard
https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-w-centrum-warszawy-ID4tWge,1,premium
https://www.otodom.pl/pl/oferta/wyposaz-mieszkanie-kabaty-10min-od-metra-lasu-ID4k9hq,1,standard
https://www.otodom.pl/pl/oferta/wysoki-standard-super-lokalizacja-garaz-klima-ID4rL90,1,standard
https://www.otodom.pl/pl/oferta/zarezerwowane-przy-metrze-daszynskiego-ID4tUWo,1,standard
https://www.otodom.pl/pl/oferta/zoliborz-ul-tylzycka-3-pok-63-m-pietro-4-ID4tnNV,1,basic
https://www.otodom.pl/pl/oferta/2-ciche-przestronne-pokoje-ul-jana-olbrachta-wola-ID4tbv7,1,standard
https://www.otodom.pl/pl/oferta/2-nieprzechodnie-pok-w-centrum-anielewicza-ID4tWV8,1,basic
https://www.otodom.pl/pl/oferta/2-oddzielne-pokoje-na-woli-osobna-kuchnia-obozowa-ID3gpbG,1,basic
https://www.otodom.pl/pl/oferta/2-pokoje-38m-oddzielna-kuchnia-praga-poludnie-ID4tB8x,1,standard
https://www.otodom.pl/pl/oferta/2-pokoje-blisko-centrum-po-generalnym-remoncie-ID4tWUR,0,standard
https://www.otodom.pl/pl/oferta/2-pokoje-blisko-metra-zostan-pierwszym-najemca-ID4tVah,1,standard
https://www.otodom.pl/pl/oferta/2-pokoje-garderoba-balkon-garaz-ekopark-ID4tWVp,1,standard
https://www.otodom.pl/pl/oferta/2-pokoje-na-bielanach-5-minut-od-stacji-metra-ID3GOgo,1,basic
https://www.otodom.pl/pl/oferta/2-pokoje-na-wawrzyszewie-41m-ul-renesansowa-ID4tbk8,1,basic
https://www.otodom.pl/pl/oferta/2-pokoje-odzielna-kuchnia-metro-brodno-rezerwacja-ID4tWn3,1,basic
https://www.otodom.pl/pl/oferta/2-pokoje-rondo-wiatraczna-51m2-ID4tsCx,1,standard
https://www.otodom.pl/pl/oferta/2-pokoje-w-royal-residence-wilanow-ID4tni0,1,standard
https://www.otodom.pl/pl/oferta/2-pokoje-z-kuchnia-po-generalnym-remoncie-muranow-ID4ozIp,1,standard
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-bohdanowicza-ochota-wawa-ID4tDEJ,1,basic
https://www.otodom.pl/pl/oferta/3-funkcjonalne-pokoje-oraz-duzy-taras-17-m2-ID4sXPa,1,standard
https://www.otodom.pl/pl/oferta/3-klimatyczne-pokoje-65-m2-m-garazowe-w-cenie-ID4kwxe,1,standard
https://www.otodom.pl/pl/oferta/3-niezalezne-pokoje-zamkniete-strzezone-osiedle-ID4tVbC,1,standard
https://www.otodom.pl/pl/oferta/3-pok-mieszkanie-praga-poludnie-ID43w6X,1,basic
https://www.otodom.pl/pl/oferta/3-pokoje-69m-wilcza-z-klimatem-ID46JUM,1,standard
https://www.otodom.pl/pl/oferta/3-pokoje-87-m-metro-bemowo-garaz-ID4ttEx,1,standard
https://www.otodom.pl/pl/oferta/3-pokoje-sloneczne-blisko-metra-ID4tEMa,1,standard
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-woli-varsovia-ID4t1fU,1,superior
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-tarasem-wesola-zielona-ID4t9Ho,1,standard
https://www.otodom.pl/pl/oferta/4-pokoje-na-mokotowie-pod-skarpa-2-miejsca-parkin-ID4tfSS,1,superior
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-na-targowku-ID4t1fQ,1,standard
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-na-wilanowie-92m2-ID4ttgw,1,standard
https://www.otodom.pl/pl/oferta/4-pokojowy-penthouse-wilanow-ID4ttLZ,1,superior
https://www.otodom.pl/pl/oferta/4pok-mokotow-garaz-balkon-ochrona-lokalizacja-ID4tt6v,1,standard
https://www.otodom.pl/pl/oferta/50-m2-parter-ogrodek-2-pokoje-oddzielna-kuchnia-ID4tWKZ,1,standard
https://www.otodom.pl/pl/oferta/63-m2-w-budynku-trio-z-miejscem-postojowym-w-cenie-ID4rnTG,1,standard
https://www.otodom.pl/pl/oferta/950366-ID4tWub,0,superior
https://www.otodom.pl/pl/oferta/apartament-58-m2-z-tarasem-16-m2-sadyba-mokotow-ID4toX0,1,standard
https://www.otodom.pl/pl/oferta/apartament-kokoryczki-5-ochrona-wysoki-standard-ID4gxui,1,standard
https://www.otodom.pl/pl/oferta/apartament-na-ostatnim-pietrze-ID4qpgK,1,superior
https://www.otodom.pl/pl/oferta/apartament-picasso-zoliborz-100m-plac-wilsona-ID4iUY6,1,standard
https://www.otodom.pl/pl/oferta/apartament-port-praski-dostepny-od-zaraz-ID4sra6,1,standard
https://www.otodom.pl/pl/oferta/apartament-w-centrum-i-grzybowska-i-2-sypialnie-ID4sJ5f,1,standard
https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-na-zoliborzu-od-zaraz-ID4td6A,1,basic
https://www.otodom.pl/pl/oferta/bemowo-2-pokoje-46m2-oddzielna-kuchnia-nowe-wolne-ID4tBuf,1,standard
https://www.otodom.pl/pl/oferta/bemowo-ul-hery-42-m2-2-pokoje-garaz-ID4tpWh,1,standard
https://www.otodom.pl/pl/oferta/bezposrednio-2-pokoje-osobna-kuchnia-metro-ID4cAHa,1,standard
https://www.otodom.pl/pl/oferta/bezposrednio-nowoczesne-mieszkanie-2-pok-garaz-ID4qxmD,1,standard
https://www.otodom.pl/pl/oferta/bezposrednio-przestronne-3-pokojowe-mieszkanie-ID4timD,1,standard
https://www.otodom.pl/pl/oferta/bezposrednio-traktorzystow-3600-media-2019-r-ID4tWDL,1,standard
https://www.otodom.pl/pl/oferta/bielany-3pok-85m2-tuz-przy-metrze-wawrzyszew-garaz-ID4tWMx,1,standard
https://www.otodom.pl/pl/oferta/bielany-48m2-ogrodek-40m2-bezposrednio-ID4eh5i,1,standard
https://www.otodom.pl/pl/oferta/black-weeks-mieszkanie-w-swietnej-lokalizacji-ID4tivX,1,standard
https://www.otodom.pl/pl/oferta/centrum-15-min-zwierzeta-akceptowane-ID4t7r2,1,standard
https://www.otodom.pl/pl/oferta/centrum-browary-apartament-z-taras-klima-garazlux-ID4ttk5,1,standard
https://www.otodom.pl/pl/oferta/centrum-osobne-2-pokoje-rondo-onz-2-separate-rooms-ID4tWSt,1,basic
https://www.otodom.pl/pl/oferta/centrum-wilcza-piekna-koszyki-2-pok-bezposrednio-ID4tWMW,1,standard
https://www.otodom.pl/pl/oferta/cicha-przytulna-kawalerka-z-balkonem-ID4t2Ei,1,basic
https://www.otodom.pl/pl/oferta/ciche-jasne-2-pok-z-tarasem-blisko-metro-ID45zuP,1,standard
https://www.otodom.pl/pl/oferta/cisza-i-komfort-w-centrum-warszawy-przy-filtrach-ID4tAV3,1,standard
https://www.otodom.pl/pl/oferta/do-wynajecia-mieszkanie-cynamonowa-ursynow-ID4tFQj,1,standard
https://www.otodom.pl/pl/oferta/do-wynajecia-piekne-mieszkanie-dwupokojowe-ID4tr9C,1,standard
https://www.otodom.pl/pl/oferta/dwa-pokoje-na-woli-przy-stacji-metra-ID4toui,1,basic
https://www.otodom.pl/pl/oferta/garaz-klimatyzacja-dobra-lokalizacja-ID4jlJU,1,standard
https://www.otodom.pl/pl/oferta/garaz-przestronne-balkon-podworze-okazja-ID4tjLf,1,standard
https://www.otodom.pl/pl/oferta/garaz-w-cenie-ursynow-1-pok-meble-metro-ID4tV26,1,standard
https://www.otodom.pl/pl/oferta/jasne-mieszkanie-63m2-w-bardzo-dobrej-lokalizacji-ID4tEcL,1,standard
https://www.otodom.pl/pl/oferta/kabaty-3-pokojowe-mieszkanie-przy-stacji-metra-ID4tbbW,1,standard
https://www.otodom.pl/pl/oferta/kabaty-przytulne-57-mkw-2-pok-kuchnia-garaz-ID4rxY2,1,standard
https://www.otodom.pl/pl/oferta/kawalerka-28m2-bezposrednio-ul-wislicka-ochota-wu-ID4tGn9,1,basic
https://www.otodom.pl/pl/oferta/kawalerka-bielany-ochrona-silownia-sauna-w-cenie-ID4tV2k,1,standard
https://www.otodom.pl/pl/oferta/kawalerka-metro-szwedzka-ID4tWwx,1,standard
https://www.otodom.pl/pl/oferta/kawalerka-minuta-do-metra-pl-wilsona-ID4tV7r,1,basic
https://www.otodom.pl/pl/oferta/kawalerka-na-wynajem-obok-toru-sluzewiec-ID4sJtQ,1,standard
https://www.otodom.pl/pl/oferta/kawalerka-po-remoncie-wysoki-standard-nowolipki-ID4sOG6,1,standard
https://www.otodom.pl/pl/oferta/kawalerka-wola-guminska-2-ID4qFcm,1,standard
https://www.otodom.pl/pl/oferta/klimatyczne-mieszkanie-w-kamienicy-przy-zabkowskie-ID4q8g1,1,standard
https://www.otodom.pl/pl/oferta/klimatyczne-piec-pokoi-kamienica-1927-r-ochota-ID4tWSV,1,basic
https://www.otodom.pl/pl/oferta/komfortowa-kawalerka-od-zaraz-ua-by-ID4tAPX,1,standard
https://www.otodom.pl/pl/oferta/komfortowe-2-pokoje-ochota-bez-prowizji-ID4tV2B,1,standard
https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-37m-doskonala-lokalizacja-ID4tVad,1,basic
https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-ul-stawki-trio-garaz-ID4rnGa,1,standard
https://www.otodom.pl/pl/oferta/komfortowe-wyposazone-od-1-grudnia-ID4trh9,1,basic
https://www.otodom.pl/pl/oferta/komfortowy-apartament-z-loggia-ID4swfN,1,superior
https://www.otodom.pl/pl/oferta/kompaktowe-2-pokoje-w-kamienicy-z-klimatyzacja-ID4rDLU,0,standard
https://www.otodom.pl/pl/oferta/luksusowy-apartament-miasteczko-wilanow-ID4sYBB,1,superior
https://www.otodom.pl/pl/oferta/luksusowy-apartament-z-widokiem-na-palac-kultury-ID4sgYj,1,premium
https://www.otodom.pl/pl/oferta/luksusowy-apartamenty-na-powislu-wysoki-standard-ID4t9aE,1,premium
https://www.otodom.pl/pl/oferta/luksusowy-sloneczny-apartament-przy-metrze-plocka-ID4t0Ik,1,premium
https://www.otodom.pl/pl/oferta/metro-2-miejsca-parkingowe-zwierzolubne-ID4tcAh,1,standard
https://www.otodom.pl/pl/oferta/metro-pole-mokotowskie-po-remoncie-klima-ID4sFn3,1,standard
https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-centrum-restaura-gorskiego-ID4tWKq,1,standard
https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-garaz-piwnica-58-5m2-ID4tgUH,1,standard
https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-sloneczne-blisko-wum-ID4tb7C,1,basic
https://www.otodom.pl/pl/oferta/mieszkanie-3-osobne-pokoje-ul-elsnera-34-ID4tzMv,1,standard
https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-z-duzym-tarasem-ID4sKZo,1,standard
https://www.otodom.pl/pl/oferta/mieszkanie-3pok-56m-z-balkonem-aleje-praskie-ID4tGuh,1,standard
https://www.otodom.pl/pl/oferta/mieszkanie-4-pokoje-2p-al-kasztanowa-kabaty-ID4tgO9,1,standard
https://www.otodom.pl/pl/oferta/mieszkanie-40m2-jana-olbrachta-21-wola-bezposredni-ID4ru4d,1,standard
https://www.otodom.pl/pl/oferta/mieszkanie-41-m2-z-garazem-i-ogrodkiem-na-kole-ID35y1Y,1,standard
https://www.otodom.pl/pl/oferta/mieszkanie-do-wynajecia-52-m2-ID4sWu2,1,standard
https://www.otodom.pl/pl/oferta/mieszkanie-dwukpokojowe-na-wynajem-mokotow-ID4tFTL,1,standard
https://www.otodom.pl/pl/oferta/mieszkanie-kawalerka-zacisze-500m-metro-ogrodek-ID4tD0R,1,basic
https://www.otodom.pl/pl/oferta/mieszkanie-na-pograniczu-woli-i-srodmiescia-ID4iq3R,1,basic
https://www.otodom.pl/pl/oferta/mieszkanie-ochota-ul-jasielska-korotynskiego-ID3sgJ2,1,standard
https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-na-bielanach-bez-prowizji-ID4tCxC,1,standard
https://www.otodom.pl/pl/oferta/mieszkanie-w-osiedlu-przy-arkadii-ID4b0s8,1,standard
https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodkiem-w-kamienicy-ID4tVc9,1,standard
https://www.otodom.pl/pl/oferta/mokotow-3-pokoje-ID4tFij,1,standard
https://www.otodom.pl/pl/oferta/mokotow-raclawicka-2-pokojowe-42m2-po-remoncie-ID4sh1C,1,standard
https://www.otodom.pl/pl/oferta/nowe-3-pokojowe-mieszkanie-na-wlochach-ID4rHjx,1,standard
https://www.otodom.pl/pl/oferta/nowe-38m2-2-pokoje-garaz-ul-zupnicza-ID4l3Jp,1,standard
https://www.otodom.pl/pl/oferta/nowe-dwupokojowe-miejsce-postojowe-ID4t1II,1,standard
https://www.otodom.pl/pl/oferta/nowe-mieszkanie-z-ogrodkiem-w-poblizu-hali-koszyki-ID4ozIj,1,standard
https://www.otodom.pl/pl/oferta/nowoczesne-52-m-po-remoncie-rokosowska-1-ID4tDo6,1,standard
https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-w-inwestycji-miasto-moje-ID4sY33,1,standard
https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-wynajem-ursynow-natolin-ID4tV9Z,1,standard
https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-z-garazem-19-dzielnica-ID4ucgQ,1,standard
https://www.otodom.pl/pl/oferta/nowy-apartament-z-klima-3-pokojowy-garaz-ID4tV1s,1,standard
https://www.otodom.pl/pl/oferta/od-10-01-rondo-daszynskiego-ogrodek-2-pokoje-ID4rLCP,1,standard
https://www.otodom.pl/pl/oferta/oddzielna-kuchnia-2-balkony-zielona-okolica-ID4sTkz,1,standard
https://www.otodom.pl/pl/oferta/odnowione-mieszkanie-praga-pld-dobra-lokalizacja-ID4pzmM,1,standard
https://www.otodom.pl/pl/oferta/paryski-apartament-przy-hozej-50-ID4tWvn,1,superior
https://www.otodom.pl/pl/oferta/penthouse-145-m2-z-tarasem-na-starym-zoliborzu-ID4svGS,0,standard
https://www.otodom.pl/pl/oferta/penthouse-z-widokiem-na-park-szczesliwicki-ID4luVA,1,premium
https://www.otodom.pl/pl/oferta/piekne-jasne-z-miejscem-parkingowym-ID4tl1W,1,standard
https://www.otodom.pl/pl/oferta/piekne-mieszkanie-w-odrestaurowanej-kamienicy-ID4sxdz,1,standard
https://www.otodom.pl/pl/oferta/powisle-z-balkonem-kamienica-blisko-starte-miasto-ID4trtL,1,standard
https://www.otodom.pl/pl/oferta/powisle-z-pieknym-widokiem-na-zamek-krolewski-buw-ID4smWe,1,standard
https://www.otodom.pl/pl/oferta/premium-apartament-klimatyzacja-parking-ID4tWPF,1,standard
https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-na-powislu-ID4tDjG,1,standard
https://www.otodom.pl/pl/oferta/przestronny-apartament-zoliborz-kepa-potocka-ID4tbeP,1,standard
https://www.otodom.pl/pl/oferta/przytulne-3-pokoje-w-dobrej-lokalizacji-ursynowa-ID4tWD4,1,standard
https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-na-sadybie-mokotowie-ID4tV0u,1,basic
https://www.otodom.pl/pl/oferta/rezerwacja-mieszkanie-2-pokojowe-z-ogrodkiem-ID4tiRw,1,superior
https://www.otodom.pl/pl/oferta/sadyba-2pok-spokojna-zielona-okolica-prowizja-0-ID4tWIy,1,standard
https://www.otodom.pl/pl/oferta/scisle-centrum-ul-sienna-66-z-pieknym-widokiem-ID47lG4,1,standard
https://www.otodom.pl/pl/oferta/sprawdz-jasne-2p-w-zielonej-okolicy-bielan-ID4tFDV,1,basic
https://www.otodom.pl/pl/oferta/stegny-1-pok-po-remoncie-miejsce-post-w-cenie-ID4owLT,1,basic
https://www.otodom.pl/pl/oferta/studio-27-m2-od-02-01-nowe-ID4tWrt,1,standard
https://www.otodom.pl/pl/oferta/super-2-pokojowe-z-klimatyzacja-nowe-herbu-oksza-ID4tVfs,1,standard
https://www.otodom.pl/pl/oferta/taras-parking-spokojne-osiedle-przestronne-ID4tnlU,1,standard
https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-miasteczko-wilanow-ID4tWMz,0,standard
https://www.otodom.pl/pl/oferta/ul-andersa-kawalerka-2-500-zl-pilne-ID4tWWg,1,basic
https://www.otodom.pl/pl/oferta/umeblowane-2-pok-blisko-stacji-metra-brodno-ID4tWUa,1,standard
https://www.otodom.pl/pl/oferta/ursynow-duze-ciche-2-osobne-pokoje-duza-kuchnia-ID4tBRe,1,standard
https://www.otodom.pl/pl/oferta/ursynowdembowskiegometro4-pok-85-m-balkon-ID43frk,1,standard
https://www.otodom.pl/pl/oferta/widne-2-pok-62m2-goclaw-taras-balkon-garaz-ID4q3fU,1,standard
https://www.otodom.pl/pl/oferta/wygodne-3-pokoje-na-marinie-mokotow-ID4r09u,1,standard
https://www.otodom.pl/pl/oferta/wyjatkowe-2-pokojowe-mieszkanie-przy-metrze-kabaty-ID4tEck,1,superior
https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-zlota-44-2-pokoje-basen-sp-ID4tWX7,1,superior
https://www.otodom.pl/pl/oferta/wynajem-kawalerki-na-muranowie-ID4tEcV,1,basic
https://www.otodom.pl/pl/oferta/wynajem-mieszkania-32m2-ID4tDkP,1,basic
https://www.otodom.pl/pl/oferta/wynajme-2-pokojowe-plus-kuchnia-ID4t6E6,1,basic
https://www.otodom.pl/pl/oferta/wynajme-3-pokoje-na-ekoparku-ID4ts8Z,1,standard
https://www.otodom.pl/pl/oferta/wynajme-ciche-wyposazone-3-pok-od-zaraz-ID4tWpk,1,standard
https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-3-pokojowe-wynajem-okazjonalny-ID4rZbG,1,standard
https://www.otodom.pl/pl/oferta/zwirki-i-wigury2-pokoje-36-m2-balkon-ID4t8eJ,1,standard
https://www.otodom.pl/pl/oferta/100-m2-przy-parku-i-metrze-kabaty-bezposrednio-ID4tVOu,1,standard
https://www.otodom.pl/pl/oferta/2-pok-komfortowe-mieszk-na-nowym-os-na-bialolece-ID4tVBF,1,standard
https://www.otodom.pl/pl/oferta/2-pok-mieszkanie-300-m-od-metro-ID4tVUm,1,basic
https://www.otodom.pl/pl/oferta/2-pok-przy-metro-ratusz-gorczewska-224-ID4tmd8,1,standard
https://www.otodom.pl/pl/oferta/2-pok-ursus-herbu-oksza-nowe-wideo-ID4tXdV,1,standard
https://www.otodom.pl/pl/oferta/2-pokoje-54m2-garaz-2-loggie-oferta-prywatna-ID4tHuV,1,standard
https://www.otodom.pl/pl/oferta/2-pokoje-art-deco-metro-plocka-ID4tuhM,1,standard
https://www.otodom.pl/pl/oferta/2-pokoje-centrum-warszawy-od-zaraz-ID4hL0A,1,basic
https://www.otodom.pl/pl/oferta/2-pokoje-duzy-taras-miejsce-parkingowe-winda-ID4nRAL,0,standard
https://www.otodom.pl/pl/oferta/2-pokoje-klimatyzacja-blisko-centrum-ID4tFfd,1,standard
https://www.otodom.pl/pl/oferta/2-pokoje-najwyzsze-pietro-59-m2-garaz-piwnica-ID44aO4,1,standard
https://www.otodom.pl/pl/oferta/2-pokoje-oddzielna-kuchnia-metro-bezposrednio-ID4tVwK,1,standard
https://www.otodom.pl/pl/oferta/2-pokoje-z-widna-kuchnia-i-balkonem-brodno-ID4o9TW,1,basic
https://www.otodom.pl/pl/oferta/2-pokojowe-na-odolanach-ul-j-kazimierza-43-ID4tFo2,1,standard
https://www.otodom.pl/pl/oferta/2-sypialnie-miejsce-postojowe-powisle-ID4pJOe,1,superior
https://www.otodom.pl/pl/oferta/2pok-mieszkanie-na-woli-balkon-ID4tsuQ,1,standard
https://www.otodom.pl/pl/oferta/3-pok-nowoczesne-luksusowo-wyposazone-przy-metrze-ID4rjrc,1,standard
https://www.otodom.pl/pl/oferta/3-pok-wynajmij-nowy-apartament-warszawa-bialoleka-ID4t39h,1,standard
https://www.otodom.pl/pl/oferta/3-pokoje-62-m2-villa-concorde-warszawa-solinska-19-ID4sOZo,1,basic
https://www.otodom.pl/pl/oferta/3-pokoje-przy-metrze-cena-z-czynszem-ID4tVOv,1,standard
https://www.otodom.pl/pl/oferta/3-sloneczne-i-ciche-pokoje-na-woli-ID4t8UR,0,standard
https://www.otodom.pl/pl/oferta/37m2-wysoki-standard-mokotow-ID4d0V7,1,standard
https://www.otodom.pl/pl/oferta/4-pokoje-na-saskiej-kepie-ID4t1Zb,1,standard
https://www.otodom.pl/pl/oferta/780700-ID4t378,1,standard
https://www.otodom.pl/pl/oferta/92m2-3-pokoje-metro-raclawicka-ID4my8Y,1,standard
https://www.otodom.pl/pl/oferta/apartament-62m2-os-bokserska-mokotow-ID4t2uV,1,standard
https://www.otodom.pl/pl/oferta/apartament-eko-park-zaryna-promocja-do-22-12-ID3as5v,1,standard
