added_dt,floor,heating,latitude,longitude,elevator,building_type,safeguards,district,rent,additional_fees,area,room_number,building_height,for_renovation,balcony,terrace,garden,parking_space,separate_kitchen,utility_room,basement,gated_community,security_monitoring,building_age,cable_tv,internet,dishwasher,air_conditioning,distance_to_stop,distance_to_subway,distance_to_center,avg_price,is_furnished,apartment_class
2025-01-12,4.0,,52.15613,21.11163,1,apartment,0,Wilanow,6000,848,68.0,3.0,4.0,0,1,0,0,1,0,0,1,1,1,6.0,0,0,1,1,0.6101265072221124,4.037385994245652,10.623,89.24013334191973,1,standard
2025-01-12,1.0,district,52.151321,21.051839,0,block_of_flats,1,Ursynow,2700,1050,47.0,2.0,3.0,0,1,0,0,0,1,0,1,0,0,,0,0,1,0,0.11925150132352784,0.39168305794310215,9.125,85.21350040481467,1,standard
2025-01-12,2.0,,52.194262,21.121362,0,other,0,Wawer,2800,930,54.0,3.0,2.0,0,1,1,0,1,0,0,0,1,0,,0,1,1,1,0.2160120822134118,6.807427476571796,8.417,65.21994795828466,1,standard
2025-01-12,6.0,district,52.24518,20.963574,1,apartment,0,Wola,6900,1407,100.5,4.0,9.0,0,1,1,0,1,0,0,0,0,1,17.0,1,1,1,0,0.10117616394930384,0.8560507888296582,3.732,91.38002927250989,1,standard
2025-01-12,,gas,52.326282,20.950042,1,block_of_flats,1,Bialoleka,2900,0,42.0,2.0,,0,1,0,0,0,1,0,0,1,1,13.0,0,1,0,0,0.03961254928033695,4.0449043546813215,11.542,82.01890420560949,1,basic
2025-01-12,6.0,district,52.26971,20.98462,1,apartment,1,Zoliborz,3900,1000,55.0,2.0,9.0,0,1,0,0,1,0,1,0,0,1,,0,0,1,0,0.05533462249880713,0.05533462249880713,4.829,97.39359626427871,1,standard
2025-01-12,1.0,district,52.239532,20.895719,1,apartment,0,Bemowo,5000,630,42.0,2.0,4.0,0,1,0,0,1,0,0,1,0,0,1.0,1,1,1,1,0.05426388520476589,1.076749042362767,8.007,81.67582243406072,1,superior
2025-01-12,5.0,district,52.224057,20.969134,1,tenement,1,Wola,4600,915,50.0,2.0,7.0,0,1,0,0,1,0,1,1,0,1,6.0,1,1,1,0,0.07925979448475935,0.9735975159668558,3.0,90.34691864932685,1,standard
2025-01-12,3.0,district,52.260136,21.031732,1,block_of_flats,0,Praga_Polnoc,3200,850,49.5,2.0,3.0,0,0,0,0,0,1,0,0,0,0,69.0,1,1,1,0,0.11256918705364204,0.5183181442369755,3.636,92.3328222829682,1,standard
2025-01-12,3.0,district,52.286536,21.025338,1,block_of_flats,1,Targowek,2550,420,34.0,1.0,10.0,0,1,0,0,0,1,0,1,0,1,,0,0,0,0,0.13796857080458358,0.7424956261469656,6.383,82.3849938932012,1,basic
2025-01-12,5.0,district,52.177199,20.992826,1,apartment,1,Mokotow,2200,700,45.0,2.0,6.0,0,1,0,0,1,0,1,1,0,1,10.0,1,1,1,0,0.0780527062553502,1.8837378126533428,5.985,101.36260388307326,1,standard
2025-01-12,3.0,,52.13129,21.06592,0,other,0,Ursynow,3900,1375,71.0,3.0,3.0,0,1,0,0,1,0,0,1,0,0,,0,0,0,0,0.045404944582317655,0.045404944582317655,11.539,78.00503068154791,1,standard
2025-01-12,1.0,district,52.250744,21.083683,0,tenement,0,Praga_Poludnie,2500,800,48.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0.0673561176615584,2.792527685418004,5.401,84.63703464204296,1,basic
2025-01-12,5.0,,52.292421,20.938383,1,apartment,0,Bielany,4900,900,69.0,3.0,8.0,0,1,0,0,1,0,1,0,0,0,10.0,0,1,1,1,0.03600326643100728,0.5257381425754646,8.595,82.9231436801232,1,standard
2025-01-12,1.0,district,52.289542,21.032619,1,block_of_flats,0,Targowek,2100,600,33.0,1.0,12.0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0.1449617680441802,0.39824265465306746,6.798,82.67298392749635,1,standard
2025-01-12,4.0,district,52.208489,21.044982,1,tenement,0,Mokotow,2200,482,30.0,1.0,,0,0,0,0,0,0,0,0,0,0,17.0,1,1,1,0,0.22560883899556705,2.275600364255157,3.248,89.46514137867179,1,standard
2025-01-12,4.0,district,52.214362,20.96707,1,tenement,0,Ochota,2500,545,34.0,1.0,6.0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0.15096750065293135,1.904964575459951,3.516,95.90009628712296,1,standard
2025-01-12,2.0,district,52.207457,21.008715,1,block_of_flats,1,Mokotow,1900,400,34.0,1.0,4.0,0,1,0,0,1,1,1,1,0,1,89.0,1,1,1,0,0.11309349808206032,0.11309349808206032,2.485,98.24042579894078,1,standard
2025-01-12,4.0,district,52.21972,21.023431,1,tenement,1,Srodmiescie,3000,600,30.0,1.0,6.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.12555173603840736,0.5043848309410336,1.348,106.59925620294567,1,standard
2025-01-12,1.0,,52.232159,21.060907,0,block_of_flats,0,Praga_Poludnie,3000,0,28.0,1.0,,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0.05848234696614251,1.692803094722247,3.328,85.98052853560232,1,basic
2025-01-12,1.0,district,52.169137,21.001957,0,block_of_flats,0,Mokotow,2200,400,24.0,1.0,4.0,0,0,0,0,0,1,0,0,0,0,61.0,0,0,0,0,0.18355746066014153,1.6672307839477711,6.77,90.77515930924399,1,basic
2025-01-12,5.0,,52.232244,20.987374,0,apartment,0,Wola,4000,0,39.0,1.0,29.0,0,0,1,0,0,0,0,0,0,0,21.0,0,0,0,1,0.19904968475778503,0.20285294774491244,1.714,126.59141425361383,1,standard
2025-01-12,2.0,district,52.220387,20.977975,0,tenement,0,Ochota,3500,630,49.0,2.0,4.0,0,1,0,0,0,1,0,1,0,0,65.0,0,0,1,0,0.15731674695135026,1.0168506076759432,2.551,95.96924575143171,1,basic
2025-01-12,6.0,district,52.28633,21.03035,1,block_of_flats,0,Targowek,3200,800,46.0,3.0,6.0,0,1,0,0,1,0,0,0,1,1,2.0,1,1,1,1,0.19215412388379716,0.7795229045851115,6.417,82.72169336612464,1,standard
2025-01-12,4.0,district,52.222658,21.019832,1,tenement,1,Srodmiescie,3550,1050,50.0,2.0,7.0,0,1,0,0,0,1,0,0,1,1,55.0,0,1,1,0,0.1323672618125571,0.39838727320588113,0.94,109.74019180266637,1,standard
2025-01-12,1.0,district,52.322386,20.943019,1,apartment,0,Bialoleka,3200,520,41.0,2.0,3.0,0,1,0,0,1,0,1,1,1,1,8.0,1,1,1,0,0.07269199445377608,3.488427902303094,11.33,82.2975606307035,1,standard
2025-01-12,3.0,district,52.243414,20.962456,1,block_of_flats,0,Wola,3500,650,32.0,2.0,,0,1,0,0,1,0,0,0,1,0,17.0,0,0,1,0,0.23501567486428948,0.646679094989079,3.715,91.24087475694299,1,standard
2025-01-12,4.0,district,52.230426,20.970883,1,block_of_flats,1,Wola,2300,500,41.0,1.0,8.0,0,1,0,0,1,0,1,1,1,1,18.0,1,1,1,0,0.12220051672390654,0.4120712400362264,2.815,114.69324784267592,1,standard
2025-01-12,,district,52.20359,20.915257,1,apartment,1,Wlochy,4200,600,52.0,2.0,,0,1,0,0,1,0,0,0,1,1,11.0,0,1,1,0,0.18587306561090358,3.8471896375056067,7.214,87.8051459123672,1,standard
2025-01-12,7.0,,52.201481,20.885939,1,other,0,Ursus,3000,750,40.0,2.0,,0,1,0,0,1,0,0,0,0,0,7.0,0,0,1,0,0.45840044743014124,4.484834130122206,9.156,91.87063761371353,1,standard
2025-01-12,5.0,district,52.171513,20.994971,1,block_of_flats,1,Mokotow,3900,500,44.4,2.0,8.0,0,1,0,0,1,1,0,0,1,1,3.0,1,1,1,0,0.21356838997488786,1.9548045418499818,6.576,93.22743818391257,1,standard
2025-01-12,7.0,district,52.202511,20.886022,1,apartment,1,Ursus,3200,850,44.0,2.0,7.0,0,1,0,0,1,0,0,0,0,1,1.0,0,0,1,0,0.3727674422064187,4.378408382375475,9.112,92.09747623114006,1,standard
2025-01-12,8.0,district,52.196605,20.963091,1,block_of_flats,0,Wlochy,4000,650,46.5,2.0,8.0,0,1,0,0,1,0,0,0,1,1,1.0,0,0,1,1,0.06117831676103449,3.3110740361649564,4.974,88.40116725926191,1,standard
2025-01-12,1.0,district,52.20997,20.96727,1,apartment,1,Ochota,4500,700,50.0,2.0,6.0,0,1,1,0,1,0,0,0,1,1,1.0,0,0,1,1,0.20362896779117123,2.3402164192754955,3.766,88.59541155121023,1,standard
2025-01-12,2.0,district,52.242358,21.008654,1,tenement,1,Srodmiescie,3100,550,29.0,1.0,4.0,0,1,0,0,0,1,0,0,0,0,64.0,1,1,0,0,0.10157371206609918,0.48453588429139066,1.428,102.18934631642159,1,standard
2025-01-12,1.0,district,52.15613,21.11163,1,apartment,0,Wilanow,3100,700,40.0,2.0,3.0,0,1,0,0,1,0,0,0,1,1,,1,1,1,0,0.6101265072221124,4.037385994245652,10.623,89.24013334191973,1,standard
2025-01-12,,district,52.186632,20.992498,1,apartment,0,Mokotow,4699,790,56.0,2.0,,0,1,0,0,1,0,0,0,0,1,4.0,0,1,0,1,0.06532617810205639,1.6382015541657484,4.974,105.04477697774368,1,standard
2025-01-12,3.0,other,52.238075,20.97528,0,other,0,Wola,4100,0,42.0,3.0,3.0,0,0,0,0,0,0,0,1,0,1,73.0,0,0,0,0,0.12133393495082223,0.7315404590421843,2.681,103.71269655760081,1,standard
2025-01-12,2.0,district,52.2305,20.9659,1,apartment,0,Wola,8500,1200,92.0,3.0,5.0,0,1,1,0,1,0,0,0,1,0,1.0,0,1,0,1,0.22547869950749366,0.24653839768941213,3.155,110.80126083375926,1,standard
2025-01-12,5.0,district,52.2321,20.976952,1,block_of_flats,1,Wola,1800,500,30.0,1.0,7.0,0,1,0,0,1,0,1,1,1,1,9.0,1,1,1,0,0.028264142560069337,0.38291167194256803,2.415,118.95048358189796,1,standard
2025-01-12,3.0,,52.241681,20.975551,1,block_of_flats,1,Wola,2700,0,24.0,1.0,10.0,0,1,0,0,0,0,0,0,0,0,55.0,0,0,0,0,0.16429821346468565,1.0519181872759211,2.829,89.54709858573682,1,basic
2025-01-12,2.0,district,52.153894,21.006067,1,block_of_flats,1,Ursynow,3100,0,34.0,2.0,3.0,0,1,0,0,1,0,0,0,1,1,,0,0,1,0,0.12247886223445499,1.6488330989219735,8.44,78.30730279751246,1,standard
2025-01-12,2.0,,52.360711,21.036641,0,block_of_flats,0,Bialoleka,2700,736,39.1,2.0,,0,1,0,0,1,0,0,0,0,0,,0,0,1,0,0.2504421134957231,7.4406352742410835,14.662,62.38338449152117,1,standard
2025-01-12,,,52.24255,21.116872,1,block_of_flats,0,Praga_Poludnie,2850,600,33.0,2.0,,0,0,0,0,1,0,0,0,0,0,8.0,0,0,1,0,0.201069127496582,5.0230402525738915,7.27,84.09094117017708,1,standard
2025-01-13,5.0,district,52.188952,21.047587,1,apartment,0,Mokotow,3800,861,46.55,2.0,7.0,0,1,0,0,1,0,0,0,1,1,5.0,1,1,1,1,0.05147348294598103,1.8621454991921909,5.133,85.47895009180013,1,standard
2025-01-13,2.0,district,52.222808,21.068291,0,block_of_flats,0,Praga_Poludnie,2500,600,39.0,2.0,4.0,0,1,0,0,0,1,0,0,0,0,53.0,0,0,0,0,0.15904972142506468,2.7764219695802033,3.897,95.39643158131399,1,basic
2025-01-13,2.0,district,52.206694,21.03947,1,apartment,0,Mokotow,3500,1100,47.8,2.0,7.0,0,1,0,0,1,0,0,0,0,1,18.0,1,1,1,0,0.059619062603724904,2.0293553795776345,3.162,96.39437942237163,1,standard
2025-01-13,4.0,district,52.328068,20.96777,1,block_of_flats,0,Bialoleka,3000,710,48.0,2.0,4.0,0,1,0,0,1,0,0,0,1,0,13.0,1,1,1,0,0.03609267863911654,4.7617672049261195,11.348,80.20790029985919,1,standard
2025-01-13,5.0,district,52.286101,20.927222,1,apartment,1,Bielany,3600,575,43.0,2.0,6.0,0,1,0,0,1,1,0,0,1,1,6.0,1,1,1,0,0.16798506833008425,0.45517268177825154,8.531,86.99616055250182,1,standard
2025-01-13,2.0,district,52.23858,20.98809,1,block_of_flats,0,Wola,5400,650,44.0,2.0,7.0,0,1,0,0,1,0,0,0,0,0,7.0,0,0,1,1,0.07425571912379948,0.8124296045637591,1.916,122.29159705539676,1,standard
2025-01-13,5.0,district,52.197531,20.939786,1,apartment,0,Wlochy,5000,1000,58.0,3.0,6.0,0,1,0,0,1,0,0,0,1,1,1.0,0,0,1,0,0.368115025603409,4.303896488900415,6.094,100.7353626322904,1,standard
2025-01-13,2.0,district,52.159314,20.996389,1,apartment,0,Ursynow,3000,300,31.0,2.0,6.0,0,1,0,0,1,0,0,0,0,1,11.0,0,0,1,0,0.27217021961362514,2.064924121329864,7.9,97.93884813978687,1,standard
2025-01-13,1.0,district,52.248563,21.01457,0,tenement,0,Srodmiescie,7900,0,88.0,4.0,3.0,0,0,0,1,0,1,0,0,0,0,,0,0,1,0,0.2004950020930985,0.9171137950130992,2.104,103.98933335321404,1,standard
2025-01-13,1.0,,52.184548,21.031977,1,apartment,1,Mokotow,10450,2550,144.0,4.0,2.0,0,1,1,0,1,0,0,0,1,1,14.0,1,1,1,1,0.4258679921335784,0.6922099182425051,5.198,82.53592896827026,1,superior
2025-01-13,4.0,,52.169288,21.019245,1,apartment,0,Mokotow,8300,1500,113.0,4.0,7.0,0,0,0,0,1,0,0,0,0,1,16.0,0,0,0,1,0.25284909438742736,0.619004335868456,6.735,79.28449815521381,1,standard
2025-01-13,10.0,district,52.2323,20.9789,1,apartment,0,Wola,3300,700,39.0,2.0,12.0,0,1,0,0,1,0,0,0,0,0,7.0,0,1,0,0,0.051717121019834264,0.3381970945723333,2.286,119.30949650922199,1,basic
2025-01-13,1.0,,52.250201,21.033102,1,apartment,0,Praga_Polnoc,5900,950,59.0,3.0,5.0,0,0,0,0,1,0,0,0,0,1,,1,1,1,0,0.01609113290227296,0.4247394805373526,2.687,95.90670819886036,1,standard
2025-01-13,3.0,,52.23563,20.98657,0,other,0,Wola,5000,500,36.0,2.0,5.0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,1,0,0.1817200585234595,0.5630763602899105,1.866,123.6934879471847,1,standard
2025-01-13,2.0,district,52.203396,21.021128,1,apartment,0,Mokotow,5800,1500,82.0,2.0,5.0,0,0,0,0,1,0,0,0,0,1,27.0,0,0,1,0,0.18210575435250062,0.7458666767405413,2.987,96.57174264170061,1,standard
2025-01-13,4.0,district,52.182772,21.044702,1,apartment,0,Mokotow,5750,750,55.0,3.0,6.0,0,1,1,0,1,0,0,0,1,1,6.0,0,0,1,0,0.0680447902880829,1.4278115091713828,5.669,87.4567411946551,1,standard
2025-01-13,6.0,district,52.132388,21.063684,1,apartment,0,Ursynow,6000,1000,78.0,3.0,7.0,0,1,0,0,1,1,0,0,0,1,23.0,0,0,1,0,0.14884427092582447,0.14884427092582447,11.376,76.78349442796086,1,standard
2025-01-13,4.0,,52.23614,21.00817,0,other,0,Srodmiescie,2450,450,22.0,1.0,4.0,0,0,0,0,0,0,0,1,0,0,86.0,1,1,0,0,0.04219971358911861,0.04219971358911861,0.767,131.07365703311618,1,basic
2025-01-13,2.0,district,52.236928,21.128503,1,apartment,1,Praga_Poludnie,2800,460,34.0,1.0,3.0,0,1,0,0,1,0,0,0,1,0,11.0,0,0,1,0,0.25745426897518314,5.887803064835334,7.961,102.9634185165662,1,standard
2025-01-13,1.0,boiler room,52.2619,21.16386,1,apartment,1,Rembertow,2100,600,26.0,1.0,4.0,0,0,0,0,1,0,1,1,1,1,1.0,0,0,1,0,0.15720643744988871,7.437745245651935,10.928,0.0,1,standard
2025-01-13,1.0,district,52.17536,21.05972,1,block_of_flats,0,Mokotow,2090,700,31.0,1.0,10.0,0,0,0,0,0,1,0,0,0,0,50.0,0,0,0,0,0.16984176118709515,2.249808025751305,6.855,76.63486664369742,1,standard
2025-01-13,1.0,district,52.23622,20.99131,0,other,1,Wola,3000,300,31.0,1.0,4.0,0,0,0,0,1,1,0,0,0,0,55.0,0,1,0,0,0.12386315897867733,0.49274565280816984,1.597,129.38128848779795,1,standard
2025-01-13,4.0,district,52.29332,20.92866,1,block_of_flats,1,Bielany,2500,500,25.0,1.0,10.0,0,1,0,0,0,1,0,0,0,1,49.0,0,0,0,0,0.13404995538080489,0.13404995538080489,9.076,80.90820567016799,1,standard
2025-01-13,10.0,district,52.224724,21.093448,1,block_of_flats,1,Praga_Poludnie,2700,300,31.0,1.0,16.0,0,0,0,0,0,0,0,0,1,0,17.0,0,0,0,0,0.008029604283948503,4.001719442521715,5.561,83.2146054299664,1,standard
2025-01-13,1.0,,52.17822,21.02246,0,other,0,Mokotow,6000,0,120.0,5.0,2.0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0.17975178276139078,0.17975178276139078,5.767,82.12234378892478,1,standard
2025-01-13,3.0,,52.15985,21.07652,0,other,0,Wilanow,6000,992,77.32,3.0,4.0,0,0,0,0,1,0,0,0,0,0,5.0,0,0,1,0,0.2321262930561117,2.3182676444798567,8.919,97.54391185826505,1,standard
2025-01-13,4.0,district,52.23738,21.0017,1,apartment,1,Srodmiescie,12500,3000,132.0,4.0,18.0,0,1,0,0,1,0,1,0,1,1,16.0,0,0,1,0,0.010841083310157996,0.41082882005284654,1.114,123.69766005891998,1,superior
2025-01-13,10.0,district,52.2273,20.95339,1,block_of_flats,1,Wola,6500,0,65.0,3.0,10.0,0,1,1,0,1,0,0,0,0,1,3.0,1,1,0,1,0.051060561407162856,1.0555524902381432,4.014,118.96460730882107,1,standard
2025-01-13,1.0,district,52.23338,20.969454,1,apartment,0,Wola,4800,750,45.0,2.0,12.0,0,1,0,0,1,0,0,0,1,1,5.0,0,0,1,0,0.15379021562328504,0.15379021562328504,2.94,105.670910180854,1,standard
2025-01-13,4.0,district,52.24344,20.98245,0,apartment,0,Wola,11000,1500,68.0,3.0,5.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0.12283564975734472,1.2132808077591193,2.537,96.9015118052622,1,superior
2025-01-13,5.0,district,52.146874,21.04995,1,block_of_flats,0,Ursynow,3300,700,50.0,2.0,5.0,0,0,0,0,1,0,0,0,1,1,17.0,0,0,1,0,0.14658166272773016,0.3754351402624882,9.563,78.31821293313962,1,superior
2025-01-13,4.0,district,52.239582,20.993101,0,tenement,0,Wola,3400,550,25.33,2.0,5.0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,1,0,0.19127451411556798,0.6569878346796059,1.703,120.05658229287569,1,standard
2025-01-13,1.0,district,52.170705,20.997924,1,block_of_flats,1,Mokotow,4800,600,60.0,2.0,6.0,0,1,0,0,1,0,0,0,1,1,,0,0,1,0,0.07068780953283745,1.8303909868783248,6.632,91.21263648254862,1,standard
2025-01-13,10.0,district,52.232231,20.987706,1,block_of_flats,0,Wola,7200,976,71.0,3.0,30.0,0,0,0,0,0,0,0,0,0,0,21.0,1,1,1,0,0.20411008414688198,0.21088057856890355,1.692,126.31934845975975,1,standard
2025-01-13,,district,52.249702,21.064782,0,tenement,0,Praga_Poludnie,3600,0,40.0,2.0,,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0.144560511790459,1.50453102182177,4.215,91.40330566485527,1,standard
2025-01-13,2.0,district,52.19951,21.017654,0,tenement,0,Mokotow,3000,600,34.17,2.0,3.0,0,0,0,0,0,0,0,0,0,0,89.0,0,0,0,0,0.3257280849356957,0.3924658211657659,3.377,91.13882701423779,1,standard
2025-01-13,2.0,district,52.182017,21.047431,0,block_of_flats,1,Mokotow,2600,600,31.0,2.0,4.0,0,1,0,0,0,0,0,1,0,1,48.0,0,1,1,0,0.11504151925444032,1.595561036820087,5.82,86.83653204356433,1,standard
2025-01-13,1.0,,52.185519,20.995157,0,apartment,0,Mokotow,4500,900,61.0,3.0,12.0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,1,0,0.09775963635952793,1.4886588296681393,5.048,105.15574934765665,1,standard
2025-01-13,5.0,district,52.266968,20.97665,1,block_of_flats,0,Zoliborz,2000,300,30.0,1.0,10.0,0,0,0,0,0,0,0,0,0,1,58.0,1,1,0,0,0.021950492280928647,0.5047725525350372,4.799,94.2462021016523,1,basic
2025-01-13,4.0,,52.225128,20.97828,1,apartment,1,Wola,6000,0,42.0,2.0,,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,0.3716229400169164,0.4980581884606402,2.366,116.69347438920563,1,standard
2025-01-13,2.0,district,52.156564,21.085012,1,apartment,1,Wilanow,3800,700,39.3,2.0,4.0,0,1,0,0,1,0,0,0,1,1,1.0,0,0,1,1,0.26182275797466725,2.5754871439407947,9.527,104.21071719939675,1,standard
2025-01-13,4.0,,52.22694,20.9534,1,other,0,Wola,3600,1000,40.98,2.0,15.0,0,1,0,0,1,0,0,0,0,0,8.0,0,0,0,0,0.07734664240740037,1.0783353215607299,4.017,118.4142854272938,1,standard
2025-01-13,1.0,,52.241775,20.923713,0,block_of_flats,1,Bemowo,4350,1150,60.0,3.0,,0,0,1,0,1,0,0,0,1,1,7.0,0,1,1,0,0.1951403443220694,0.45031046139994635,6.174,79.86135543750883,1,standard
2025-01-13,4.0,district,52.171654,20.997584,1,apartment,0,Mokotow,3600,650,54.0,2.0,6.0,0,1,0,0,1,0,0,0,0,1,9.0,0,0,1,0,0.10844502801411653,1.7926822887685407,6.531,90.66796045765379,1,standard
2025-01-13,1.0,,52.2412,21.02744,1,other,0,Srodmiescie,8500,1000,84.0,3.0,5.0,0,1,0,0,1,0,0,0,1,1,15.0,0,0,1,1,0.16486313121215057,0.18141200968690951,1.647,130.872758680737,1,standard
2025-01-13,5.0,,52.29324,21.04726,1,block_of_flats,1,Targowek,2900,730,39.2,1.0,8.0,0,1,0,0,1,0,1,0,1,0,24.0,0,0,1,0,0.11805411412278752,0.11805411412278752,7.457,79.85861955395215,1,standard
2025-01-13,1.0,district,52.174622,21.073412,1,apartment,1,Wilanow,4300,1778,92.0,3.0,2.0,0,0,1,1,1,0,0,0,1,0,27.0,1,1,1,0,0.30190630079563824,3.17548521011359,7.41,75.29614070014443,1,standard
2025-01-13,9.0,district,52.277179,20.93772,1,block_of_flats,1,Bielany,2400,600,27.0,1.0,11.0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0.06655480943315054,0.862004166870662,7.32,80.72515228983573,1,standard
2025-01-13,2.0,district,52.198383,21.018744,0,tenement,0,Mokotow,3000,990,50.0,2.0,4.0,0,0,0,0,0,1,0,0,0,0,65.0,0,0,0,0,0.201515582842777,0.49078309335296233,3.511,92.2955838911198,1,basic
2025-01-13,1.0,,52.33203,20.93577,0,other,0,Bialoleka,3000,750,50.3,2.0,4.0,0,1,0,0,1,1,0,0,0,0,,0,0,0,0,0.042191536685900234,4.462029105485626,12.51,70.35046287015001,1,standard
2025-01-13,,,52.155878,21.082521,1,apartment,0,Wilanow,6500,1350,78.0,3.0,,0,1,0,1,1,0,0,0,0,0,,0,1,1,0,0.2566876179035425,2.403057657987486,9.506,105.28581536499394,1,standard
2025-01-13,3.0,district,52.293189,20.943372,1,block_of_flats,0,Bielany,2250,650,37.0,2.0,10.0,0,0,0,0,0,1,0,0,0,0,57.0,0,0,0,0,0.15055329608267143,0.7552264319112063,8.472,89.66248371284114,1,basic
2025-01-13,1.0,,52.24788,21.06115,0,other,0,Praga_Poludnie,3700,600,45.0,2.0,4.0,0,0,0,0,1,0,0,0,0,0,4.0,0,0,1,1,0.1549264180014021,1.231813263121462,3.898,93.46486958164567,1,standard
2025-01-13,3.0,district,52.240017,20.999938,1,block_of_flats,0,Srodmiescie,8000,1500,102.0,3.0,,0,1,0,0,1,0,0,0,0,0,,0,0,1,0,0.30717740898754603,0.5191988117221562,1.419,109.19463853584287,1,standard
2025-01-13,3.0,district,52.251509,21.07077,1,apartment,1,Praga_Poludnie,6300,700,83.0,4.0,6.0,0,1,0,0,1,1,0,0,1,1,3.0,0,0,1,0,0.15698574355730005,1.947029939715558,4.667,98.56139427627309,1,standard
2025-01-13,2.0,district,52.258068,20.944514,1,apartment,0,Bemowo,3300,1475,77.0,3.0,3.0,0,0,1,0,1,0,1,0,0,1,7.0,0,0,0,1,0.4480667624580152,2.0670149218374925,5.585,73.58490566037736,1,standard
2025-01-13,5.0,district,52.255549,20.966944,1,apartment,0,Zoliborz,4800,0,43.0,2.0,5.0,0,1,0,0,1,0,0,0,1,1,,0,1,1,0,0.1576758033136962,1.8113116886973033,4.214,101.02666611244723,1,standard
2025-01-13,1.0,district,52.16601,21.07784,1,apartment,1,Wilanow,3600,400,47.0,2.0,4.0,0,1,1,1,1,0,0,0,1,1,18.0,1,1,1,0,0.20915134670770272,2.7732042556508976,8.377,97.87384031401663,1,standard
2025-01-13,1.0,,52.21618,21.2409,0,other,0,Wesola,4300,730,80.0,3.0,2.0,0,1,0,0,1,0,0,0,0,0,12.0,0,0,1,0,0.10294900922603849,13.85033987881404,15.651,57.51873331492222,1,standard
2025-01-13,5.0,district,52.2229,20.9384,1,apartment,1,Wola,4200,720,50.0,2.0,8.0,0,1,0,0,1,0,0,1,1,1,7.0,1,1,1,0,0.07280142030505267,1.7655655374772166,5.083,100.37159230086202,1,standard
2025-01-13,4.0,district,52.28636,20.92788,1,apartment,1,Bielany,4300,1173,50.0,2.0,6.0,0,1,0,0,1,1,0,0,1,1,11.0,0,0,1,1,0.1575915536104737,0.4155223130734302,8.522,87.38688241928753,1,standard
2025-01-13,4.0,district,52.237594,20.945649,1,block_of_flats,1,Wola,2600,350,25.3,1.0,,0,1,0,0,0,1,0,0,0,0,,1,1,0,0,0.17332799387854692,0.1935609346152962,4.616,90.94288809222269,1,standard
2025-01-13,1.0,boiler room,52.23059,21.06051,0,tenement,0,Praga_Poludnie,2000,500,18.0,1.0,3.0,0,0,0,1,0,0,0,0,1,0,87.0,0,0,0,0,0.12530640118788502,1.7855476248563622,3.292,87.31789808460864,1,standard
2025-01-13,4.0,district,52.230518,20.891932,1,block_of_flats,0,Bemowo,3000,713,34.19,2.0,5.0,0,1,0,0,1,0,0,1,0,0,5.0,0,0,1,0,0.13853312604037535,1.633574421909601,8.191,93.65251515526784,1,standard
2025-01-14,2.0,district,52.25875,21.05444,1,apartment,0,Praga_Polnoc,3300,1000,48.5,2.0,6.0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0.15316894248684837,0.798133799144953,4.325,87.77391758712893,1,standard
2025-01-14,2.0,district,52.26014,20.97943,1,block_of_flats,1,Zoliborz,4500,700,52.0,2.0,6.0,0,1,0,0,1,0,0,0,0,1,6.0,0,0,1,0,0.05074825916343235,1.0024845810329706,4.054,105.78871405222257,1,standard
2025-01-14,1.0,district,52.156734,21.032529,0,apartment,0,Ursynow,3600,700,62.0,2.0,4.0,0,1,0,0,1,1,0,0,0,0,23.0,0,0,1,0,0.0741589948925183,0.0741589948925183,8.231,82.55701798427549,1,standard
2025-01-14,7.0,district,52.182337,20.993879,1,apartment,1,Mokotow,5000,700,59.0,2.0,9.0,0,1,1,0,1,0,0,0,1,1,2.0,0,0,1,0,0.2247372378506877,1.698383372566677,5.412,105.92611214759616,1,standard
2025-01-14,10.0,,52.23113,21.00348,1,other,0,Srodmiescie,16000,3500,61.0,2.0,54.0,0,0,0,0,0,0,0,0,0,1,8.0,0,0,1,1,0.10156563359237591,0.24767277117326636,0.615,179.96895597497917,1,premium
2025-01-14,4.0,district,52.227944,20.958622,1,apartment,1,Wola,5000,1050,62.11,3.0,8.0,0,1,1,0,1,0,1,1,1,1,9.0,1,1,1,0,0.0102291855389062,0.7362844277835727,3.654,122.56719146385831,1,standard
