added_dt,floor,heating,latitude,longitude,elevator,building_type,safeguards,district,rent,additional_fees,area,room_number,building_height,for_renovation,balcony,terrace,garden,parking_space,separate_kitchen,utility_room,basement,gated_community,security_monitoring,building_age,cable_tv,internet,dishwasher,air_conditioning,distance_to_stop,distance_to_subway,distance_to_center,avg_price,is_furnished,apartment_class
2024-12-18,8.0,,52.187652,21.016133,1,block_of_flats,1,Mokotow,2700,658,38.0,2.0,10.0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.12467808918732783,0.12467808918732783,4.683,94.23457321435016,1,basic
2024-12-18,1.0,,52.20505,21.011185,0,other,0,Mokotow,4000,1700,60.0,2.0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.17238546986087033,0.42770693565483364,2.742,90.76971920115564,1,standard
2024-12-18,1.0,district,52.273218,20.916092,1,block_of_flats,0,Bielany,3700,600,40.0,2.0,8.0,0,0,1,1,1,0,0,0,1,1,6.0,0,0,1,0,0.06641046346839163,2.069892434753871,8.137,78.79825048331466,1,standard
2024-12-18,1.0,district,52.18448,21.01079,0,block_of_flats,0,Mokotow,3250,900,39.0,2.0,8.0,0,0,0,1,1,0,0,0,1,0,7.0,0,1,1,0,0.1730250945793938,0.6268069261501396,5.029,105.41754592161419,1,standard
2024-12-18,10.0,district,52.230998,21.002327,1,other,1,Srodmiescie,11000,3000,64.0,2.0,52.0,0,0,1,0,1,0,0,1,0,1,7.0,1,1,1,1,0.1630291496742889,0.17085773737203008,0.688,178.63161849911157,1,superior
2024-12-18,3.0,district,52.235774,20.896393,1,apartment,0,Bemowo,5500,1300,65.0,3.0,3.0,0,0,1,1,1,0,1,0,1,0,2.0,0,1,1,1,0.06549837593838445,1.0903288976785455,7.916,85.3816697387974,1,standard
2024-12-18,4.0,,52.23563,20.98657,1,apartment,0,Wola,7200,0,50.0,2.0,6.0,0,1,0,0,0,0,0,0,1,1,6.0,0,0,1,0,0.1817200585234595,0.5630763602899105,1.866,123.6934879471847,1,standard
2024-12-18,1.0,gas,52.240608,21.11048,0,tenement,1,Praga_Poludnie,5500,930,68.0,3.0,4.0,0,1,0,0,1,1,0,0,0,1,70.0,1,1,1,0,0.08829422340301882,4.612475887379327,6.802,90.87360759618521,1,standard
2024-12-18,3.0,district,52.267112,21.053995,1,block_of_flats,0,Targowek,3950,1080,54.0,3.0,,0,1,0,0,0,1,0,1,0,0,,0,0,1,0,0.30548715085394357,0.3215664552513896,5.04,83.8655525009706,1,standard
2024-12-18,,district,52.19832,21.01715,1,apartment,0,Mokotow,4700,1300,65.0,3.0,,0,1,0,0,1,1,0,0,1,0,3.0,0,1,1,0,0.2040248002539906,0.39207714500630964,3.506,92.38140652404147,1,standard
2024-12-18,4.0,district,52.135874,21.049654,1,block_of_flats,0,Ursynow,4700,1300,84.0,3.0,8.0,0,1,0,0,1,0,0,0,1,0,25.0,0,0,1,0,0.12525014150674005,0.6430968061268121,10.741,73.92465437737465,1,standard
2024-12-18,2.0,,52.13545,21.06262,0,other,0,Ursynow,7000,0,95.0,4.0,5.0,0,1,0,0,1,1,0,1,0,0,,0,0,1,0,0.11583855429102481,0.4691294837419516,11.03,77.73163113303625,1,standard
2024-12-18,2.0,,52.1538,21.07651,0,other,0,Wilanow,6000,1200,71.0,3.0,4.0,0,1,0,0,1,0,0,0,0,0,,0,0,1,0,0.30291001298359826,1.9602728688238922,9.51,103.76301324038286,1,standard
2024-12-18,1.0,,52.23133,21.05672,1,apartment,0,Praga_Poludnie,5300,1200,72.0,3.0,5.0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,1,0,0.0427043078408338,1.5448669586622386,3.037,89.49437548349836,0,standard
2024-12-18,1.0,district,52.246573,20.909913,1,block_of_flats,1,Bemowo,2700,500,30.0,1.0,4.0,0,1,0,0,0,0,0,0,1,1,12.0,0,0,0,0,0.06087674309960123,0.7431913162132173,7.213,83.01001109091463,1,basic
2024-12-18,3.0,district,52.288,20.9321,1,block_of_flats,0,Bielany,2400,600,27.0,1.0,,1,1,0,0,1,0,0,0,1,1,4.0,0,1,1,0,0.06544776308937135,0.21845784433497917,8.47,84.7079055912166,1,basic
2024-12-18,2.0,district,52.178335,21.030034,1,block_of_flats,1,Mokotow,3000,400,31.0,1.0,11.0,0,0,0,0,0,0,0,0,0,1,2.0,0,1,1,0,0.06043624654743501,0.4290021270769941,5.839,92.30033591086377,1,standard
2024-12-18,2.0,district,52.239123,21.088747,0,block_of_flats,0,Praga_Poludnie,1900,600,20.0,1.0,4.0,0,1,0,0,0,0,0,0,1,0,,0,0,0,0,0.2621455501148443,3.1869303605017136,5.317,86.25143576044458,1,standard
2024-12-18,5.0,,52.13548,21.06816,0,other,0,Ursynow,2500,600,37.4,1.0,5.0,0,1,1,0,1,0,0,0,0,0,,0,0,1,0,0.3205853847585644,0.4575225538770268,11.15,74.38733122618524,1,standard
2024-12-18,1.0,district,52.24671,20.9496,0,block_of_flats,1,Wola,2400,750,32.0,1.0,3.0,0,0,0,0,1,1,0,1,1,1,90.0,0,0,0,0,0.11703505968032775,0.8399404694143376,4.663,97.66345895643269,1,standard
2024-12-18,2.0,boiler room,52.17367,21.01841,0,tenement,0,Mokotow,3180,800,65.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,66.0,1,1,1,0,0.039707377399206406,0.47444505241910445,6.245,90.71383832976547,1,standard
2024-12-18,1.0,district,52.19455,20.98346,1,apartment,0,Mokotow,4700,0,42.92,2.0,7.0,0,0,0,0,1,0,0,0,1,1,4.0,1,1,0,1,0.13069728750278936,2.0054340030718376,4.372,93.36978001839232,1,standard
2024-12-18,5.0,,52.2326,21.086441,1,block_of_flats,0,Praga_Poludnie,4500,1250,73.0,3.0,6.0,0,1,0,0,1,0,0,0,0,0,11.0,0,0,1,0,0.20030731253963782,3.205871658217739,5.066,81.10701853055663,1,standard
2024-12-18,4.0,district,52.21739,20.97525,1,block_of_flats,0,Ochota,2300,600,32.2,1.0,7.0,0,1,0,0,0,1,0,1,0,1,70.0,1,1,0,0,0.10542652109497601,1.382198338090594,2.865,92.73957116874868,1,basic
2024-12-18,1.0,district,52.222245,20.940105,1,block_of_flats,0,Wola,3900,750,41.59,2.0,6.0,0,0,1,1,1,0,1,0,1,0,8.0,1,1,1,0,0.1433688412630258,1.8221994578074647,4.98,99.86288300011148,1,standard
2024-12-18,,district,52.16903,20.995743,1,apartment,0,Ursynow,3550,750,40.0,2.0,,0,1,0,0,1,0,0,0,1,0,3.0,0,1,1,0,0.06150279487167539,2.0595377481053743,6.839,94.08629384817515,1,standard
2024-12-18,7.0,district,52.185308,20.995295,1,apartment,1,Mokotow,4000,850,44.5,2.0,8.0,0,1,0,0,1,0,0,0,1,1,2.0,0,0,1,1,0.10744183439018143,1.4861848218046922,5.069,104.53170798857977,1,standard
2024-12-18,9.0,district,52.214831,20.96116,1,block_of_flats,1,Ochota,6850,1050,71.0,3.0,11.0,0,1,0,0,1,0,0,0,0,1,11.0,1,1,1,1,0.12080341173440053,2.0169092314852364,3.85,84.93488273003766,1,standard
2024-12-18,2.0,district,52.2415,21.02632,1,apartment,1,Srodmiescie,10000,1600,78.41,4.0,6.0,0,0,1,0,1,0,0,0,1,1,17.0,0,0,1,0,0.08367771640921992,0.2619388982539626,1.627,129.78471706257392,1,standard
2024-12-18,2.0,district,52.239398,20.98692,1,apartment,1,Wola,4800,700,36.0,2.0,6.0,0,0,0,0,0,0,0,0,1,1,1.0,0,0,1,1,0.02867662747477287,0.9299182796224124,2.031,110.91403237617587,1,standard
2024-12-18,4.0,district,52.24187,21.02703,1,apartment,1,Srodmiescie,10000,2000,101.7,3.0,5.0,0,0,1,0,1,0,0,0,1,1,15.0,1,1,1,0,0.13566747593995282,0.22828414988130835,1.689,132.0152125130069,1,standard
2024-12-18,1.0,,52.20356,21.02494,1,apartment,1,Mokotow,20000,2900,128.0,4.0,3.0,0,1,1,0,1,0,1,0,1,1,12.0,0,0,1,1,0.15245591051735466,0.9824133807775007,3.033,96.88862432778372,1,superior
2024-12-18,3.0,district,52.23614,21.00817,1,apartment,0,Srodmiescie,4500,1590,56.0,2.0,4.0,0,1,1,0,1,0,0,0,1,1,17.0,1,0,1,1,0.04219971358911861,0.04219971358911861,0.767,131.07365703311618,1,standard
2024-12-18,4.0,district,52.163146,21.030209,1,apartment,1,Ursynow,2200,700,32.0,1.0,5.0,0,1,0,0,0,0,0,0,1,1,5.0,0,0,0,0,0.14239246841141218,0.14239246841141218,7.502,76.83835339955006,1,basic
2024-12-18,4.0,district,52.237115,21.008155,1,tenement,1,Srodmiescie,3800,980,51.0,2.0,6.0,0,1,0,0,0,1,0,1,0,0,,1,1,1,0,0.07687792801972453,0.09139336113283329,0.869,126.67765973273177,1,standard
2024-12-18,1.0,gas,52.23338,20.95718,0,tenement,0,Wola,2900,200,42.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,25.0,0,1,0,0,0.15972060666452664,0.4420535608270488,3.769,101.42661426341625,1,basic
2024-12-18,2.0,district,52.2089087,20.9998924,0,block_of_flats,0,Mokotow,4100,0,51.5,3.0,3.0,0,1,0,0,0,1,0,0,0,0,57.0,1,1,1,0,0.11947324818519196,0.5179180591996427,2.459,106.99894408604591,1,basic
2024-12-18,6.0,district,52.231133,20.910236,1,block_of_flats,0,Bemowo,2300,900,46.0,2.0,7.0,0,1,0,0,0,1,0,0,0,0,39.0,1,1,1,0,0.31051491468635656,0.8111892095211971,6.946,81.04140965424567,1,basic
2024-12-18,1.0,district,52.189768,20.893316,0,block_of_flats,0,Ursus,2600,0,20.2,1.0,4.0,0,1,0,0,0,0,0,1,0,1,55.0,1,1,1,0,0.1349180484667138,5.553044902088627,9.238,79.78476254103784,1,standard
2024-12-18,1.0,district,52.247201,20.9509,0,block_of_flats,0,Wola,2200,750,29.0,2.0,2.0,0,0,0,0,0,1,0,0,0,0,89.0,0,0,0,0,0.13294914283766787,0.9209507040632305,4.605,93.92646943891639,1,basic
2024-12-18,2.0,district,52.226277,21.021813,1,tenement,0,Srodmiescie,3300,1100,50.0,2.0,4.0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0.12003797949714588,0.7196792276081541,0.757,112.05105703344506,1,basic
2024-12-18,2.0,district,52.239596,20.947425,0,block_of_flats,0,Wola,2800,1000,48.3,3.0,3.0,0,1,0,0,0,1,0,1,0,0,63.0,0,0,1,0,0.08025372048887294,0.10263745435355043,4.546,94.19777571827706,1,basic
2024-12-18,1.0,district,52.293845,21.03543,1,block_of_flats,0,Targowek,3700,700,54.0,3.0,,0,1,0,0,0,1,0,1,0,0,,0,1,1,0,0.15761902515636927,0.1638598740956429,7.306,88.63504831921077,1,basic
2024-12-18,1.0,district,52.19832,21.01715,0,block_of_flats,1,Mokotow,5050,1250,65.0,3.0,10.0,0,0,1,1,1,0,0,0,1,1,3.0,0,1,1,0,0.2040248002539906,0.39207714500630964,3.506,92.38140652404147,1,standard
2024-12-18,,district,52.276607,20.957303,0,block_of_flats,0,Bielany,2800,700,37.0,2.0,,0,0,0,0,0,0,0,0,0,0,69.0,0,0,1,0,0.21199262676773242,0.2265180655682096,6.416,87.21027114640808,1,basic
2024-12-18,1.0,gas,52.17991,20.94782,0,other,0,Wlochy,3000,1000,170.0,3.0,2.0,0,1,0,0,1,0,0,0,0,0,45.0,0,0,0,0,0.031026359624488718,4.772103387121807,7.064,92.41600237200352,0,basic
2024-12-18,2.0,district,52.183326,21.007074,1,block_of_flats,0,Mokotow,7000,1000,60.0,3.0,6.0,0,1,1,0,1,0,0,0,0,1,1.0,0,0,1,0,0.11707464486356542,0.8914446436235643,5.168,108.600111263379,1,standard
2024-12-18,1.0,,52.310275,21.062073,1,block_of_flats,1,Bialoleka,2800,500,33.0,1.0,3.0,0,1,0,0,0,0,0,0,1,1,1.0,0,0,1,0,0.048806876090245116,1.9470779964280256,9.581,74.09788728787376,1,basic
2024-12-18,,,52.236101,20.89558,1,block_of_flats,0,Bemowo,3500,900,45.0,2.0,,0,1,0,0,0,0,0,0,1,1,2.0,0,1,1,0,0.1184359768157902,1.1318184750661797,7.974,85.42199231944257,1,standard
2024-12-18,5.0,,52.20216,21.0436,0,tenement,0,Mokotow,8900,1500,240.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,66.0,0,0,0,0,0.10249682883334914,2.150017700945089,3.736,92.39780413222182,1,superior
2024-12-18,3.0,district,52.309203,21.025878,1,block_of_flats,0,Bialoleka,3200,700,37.0,2.0,3.0,0,1,0,0,1,0,0,0,0,0,1.0,1,1,1,1,0.33353129338474186,1.6856445946041745,8.889,83.54132569558102,1,standard
2024-12-18,5.0,district,52.171137,21.003478,1,block_of_flats,0,Mokotow,2800,900,41.0,2.0,7.0,0,1,0,0,0,1,0,1,0,1,67.0,0,1,0,0,0.060814859316867476,1.5009300907959222,6.539,89.95369752414753,1,basic
2024-12-18,3.0,,52.25346,21.0466,0,other,0,Praga_Polnoc,3299,650,31.0,1.0,10.0,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0.17145011901616444,0.6835723693966131,3.531,90.92184871702624,1,standard
2024-12-18,3.0,district,52.16154,21.027054,1,block_of_flats,0,Ursynow,2800,0,35.4,1.0,6.0,0,1,0,0,0,0,0,0,0,0,20.0,1,1,1,0,0.02745924601538462,0.02745924601538462,7.646,77.54944813341865,1,basic
2024-12-18,2.0,district,52.33292,20.94234,0,apartment,1,Bialoleka,2700,800,44.7,2.0,3.0,0,1,0,1,0,1,0,1,1,1,25.0,0,0,1,1,0.04969316424023714,4.621523517832495,12.423,71.95326458602608,1,basic
2024-12-18,3.0,district,52.205504,20.98183,0,block_of_flats,0,Ochota,3100,0,25.5,1.0,4.0,0,1,0,0,1,0,0,1,0,1,55.0,1,1,1,1,0.2807184843668378,1.784075748562354,3.394,83.29507529507529,1,standard
2024-12-18,6.0,district,52.147654,21.051841,1,block_of_flats,0,Ursynow,2700,760,43.0,2.0,,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0.18447891678307327,0.4343343612516859,9.515,80.39927857869831,1,standard
2024-12-18,4.0,district,52.22684,21.0243,0,tenement,1,Srodmiescie,2500,700,40.0,2.0,,0,1,0,0,0,1,0,0,1,1,118.0,0,1,0,0,0.07379861490811092,0.835815510707949,0.883,112.30991833428625,1,basic
2024-12-18,1.0,district,52.25772,21.05138,1,block_of_flats,1,Praga_Polnoc,2600,640,34.33,2.0,5.0,0,0,0,1,0,0,0,0,0,1,3.0,1,1,0,0,0.1298207505588618,0.7125873492667332,4.102,96.790234912157,1,standard
2024-12-18,3.0,,52.17015,21.02757,0,other,0,Mokotow,5000,0,87.0,3.0,11.0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.06826498186593064,0.3230095559769414,6.704,79.61797659469002,1,standard
2024-12-18,1.0,,52.249279,20.986197,0,block_of_flats,0,Wola,2300,600,38.0,2.0,4.0,0,1,0,0,0,0,0,1,0,0,,0,0,1,0,0.13724163756998628,1.024634536897667,2.806,97.99466114376887,1,basic
2024-12-18,4.0,,52.25563,20.9648,1,apartment,0,Zoliborz,5400,880,65.0,3.0,5.0,0,1,1,0,1,1,0,0,1,1,9.0,0,0,1,0,0.20953094745565629,1.8149749040959975,4.328,99.7077043282651,1,standard
2024-12-18,4.0,district,52.191818,20.941116,1,block_of_flats,1,Wlochy,2400,444,26.0,1.0,5.0,0,1,1,0,0,0,0,0,1,1,4.0,1,1,0,0,0.19301220941336858,4.856009166620419,6.419,100.5241942582112,1,standard
2024-12-18,1.0,district,52.204415,20.880565,1,apartment,0,Ursus,2400,450,21.0,1.0,5.0,0,1,0,0,0,0,0,0,0,1,2.0,0,1,1,0,0.05925648944778264,4.364298227268896,9.398,91.76365759683777,1,standard
2024-12-18,2.0,district,52.228044,21.06396,1,apartment,0,Praga_Poludnie,4700,750,45.0,2.0,4.0,0,1,0,0,1,0,0,0,0,1,1.0,0,0,1,1,0.04716329983421339,2.150939721525108,3.53,85.64293043492727,1,standard
2024-12-18,1.0,district,52.240908,21.103776,1,apartment,0,Praga_Poludnie,2900,1000,37.48,2.0,2.0,0,0,0,1,1,0,0,1,1,0,1.0,1,1,1,1,0.1674622920453722,4.15564270183155,6.359,83.91151021993936,1,basic
2024-12-18,1.0,district,52.226219,20.979643,1,apartment,0,Wola,5500,990,53.0,2.0,7.0,0,1,1,1,1,0,1,1,0,1,5.0,1,1,1,0,0.34558655708868335,0.35852643883607227,2.251,122.04672369086853,1,standard
2024-12-18,2.0,district,52.278946,21.094632,1,block_of_flats,1,Targowek,2999,0,36.0,1.0,3.0,0,1,0,0,1,0,0,0,1,0,2.0,1,1,1,0,0.6440984147203582,2.366473572542917,7.84,62.5,1,standard
2024-12-18,6.0,district,52.166088,21.006868,1,block_of_flats,1,Ursynow,3000,500,31.0,2.0,10.0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0.43194975432411953,1.406198389930473,7.083,78.51398318746816,1,standard
2024-12-18,2.0,district,52.1587805,20.9884679,1,block_of_flats,1,Ursynow,3300,790,47.0,2.0,3.0,0,1,0,0,1,0,1,0,1,1,6.0,1,1,1,0,0.13725346525603077,2.6082643133483017,8.05,101.76394691396399,1,standard
2024-12-18,5.0,district,52.17781,21.04364,1,block_of_flats,0,Mokotow,3700,800,40.0,2.0,6.0,0,1,0,0,1,0,0,0,0,0,4.0,0,0,1,0,0.08357267261783025,1.2454248915268673,6.155,99.54060296642885,1,standard
2024-12-18,3.0,district,52.22577,20.98053,1,apartment,1,Wola,7000,1000,53.0,2.0,5.0,0,1,0,0,0,0,1,0,0,1,3.0,0,0,1,1,0.2941874644337933,0.4042284700388217,2.201,123.9575429453137,1,standard
2024-12-18,2.0,,52.22247,21.06889,0,other,0,Praga_Poludnie,6900,0,90.0,4.0,3.0,0,0,1,0,0,0,0,0,0,0,20.0,0,0,1,1,0.10421895889888678,2.831605137847176,3.944,95.39643158131399,1,standard
2024-12-18,3.0,district,52.22168,20.92874,1,apartment,0,Wola,8500,1000,70.0,3.0,5.0,0,0,1,0,1,0,0,0,1,1,1.0,1,1,1,0,0.1361385073060894,2.076835352192034,5.754,101.9038998493689,1,superior
2024-12-18,3.0,district,52.127693,21.058072,1,apartment,0,Ursynow,3800,700,45.0,2.0,4.0,0,1,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0.39880436958189597,0.6140383707917721,11.766,71.88729999137377,1,standard
2024-12-18,10.0,,52.23338,20.95718,0,apartment,0,Wola,5800,1000,53.0,3.0,25.0,0,1,0,0,1,0,0,0,1,1,2.0,0,0,1,1,0.15972060666452664,0.4420535608270488,3.769,101.42661426341625,1,standard
2024-12-18,5.0,district,52.23824,20.98391,1,other,0,Wola,3400,500,28.0,2.0,7.0,0,0,0,0,1,0,0,0,0,0,3.0,0,0,1,1,0.18403439257375656,0.8248558428199283,2.148,110.90422534372283,1,basic
2024-12-18,5.0,district,52.207922,20.972849,1,block_of_flats,0,Ochota,4000,0,56.9,3.0,7.0,0,1,0,0,1,1,0,1,1,1,62.0,0,0,0,0,0.1346321499520901,2.361745879152594,3.613,88.7897608193812,1,basic
2024-12-18,1.0,,52.201342,20.954884,0,block_of_flats,0,Ochota,2600,400,42.0,2.0,3.0,0,0,0,0,0,0,0,1,1,1,,0,0,0,0,0.12628971002835268,3.5713237381540375,5.019,92.17055752392771,1,basic
2024-12-18,9.0,,52.236758,20.987305,1,block_of_flats,0,Wola,2800,700,28.0,2.0,,0,0,0,0,0,0,0,0,0,1,,1,1,1,0,0.1418435416757473,0.6942267482657066,1.868,125.44592639659113,1,standard
2024-12-18,1.0,district,52.23548,21.01821,0,tenement,0,Srodmiescie,4700,960,54.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,0,0.04074679690584581,0.18205733197708782,0.762,119.9990778927718,0,standard
2024-12-18,2.0,district,52.228085,21.078361,1,block_of_flats,0,Praga_Poludnie,4800,1100,76.0,3.0,7.0,0,1,0,0,1,0,0,0,1,1,13.0,0,0,1,1,0.2250190088221559,2.9263516858562264,4.51,78.64904581377948,1,standard
2024-12-18,2.0,district,52.21025,20.914028,1,apartment,0,Wlochy,4900,1260,54.0,3.0,3.0,0,1,0,0,1,0,0,0,1,1,4.0,1,1,1,1,0.05941271058220028,3.104852360729368,7.029,86.8272543059777,1,standard
2024-12-18,10.0,district,52.236677,21.021024,1,block_of_flats,0,Srodmiescie,3800,620,48.0,3.0,18.0,0,1,0,0,0,1,0,1,1,1,,1,1,1,1,0.12491675050347212,0.12491675050347212,0.981,123.12670254799134,1,standard
2024-12-18,3.0,,52.23313,21.019,1,tenement,0,Srodmiescie,5500,920,62.0,2.0,3.0,0,0,0,0,0,0,0,0,1,1,205.0,0,0,1,0,0.03900805921369236,0.43995252574398014,0.6,122.79790657145257,1,standard
2024-12-18,,,52.2633,21.02832,0,other,0,Praga_Polnoc,8000,1,60.0,3.0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0.22628990933820312,0.9385950533830979,3.894,83.12879249612175,1,standard
2024-12-18,1.0,district,52.335143,20.975805,1,apartment,1,Bialoleka,4900,960,60.0,2.0,3.0,0,0,0,1,1,0,0,0,1,1,5.0,1,1,1,1,0.015935190295095318,5.7189015952739375,11.983,76.60787594823739,1,standard
2024-12-18,2.0,district,52.23313,21.019,1,tenement,1,Srodmiescie,4800,900,56.0,2.0,5.0,0,1,0,0,0,0,0,1,1,1,64.0,0,1,1,0,0.03900805921369236,0.43995252574398014,0.6,122.79790657145257,1,standard
2024-12-18,1.0,district,52.253865,20.918361,1,block_of_flats,0,Bemowo,2650,250,26.0,1.0,10.0,0,1,0,0,0,0,0,0,0,0,43.0,1,1,0,1,0.17325312610995233,1.568199681521739,6.931,72.88398033563695,1,standard
2024-12-18,1.0,district,52.158866,21.079637,1,apartment,0,Wilanow,4900,1000,83.41,3.0,4.0,0,0,1,0,0,0,0,0,0,1,16.0,1,0,0,0,0.11780736244226896,2.46393346861636,9.12,99.37428483080893,1,basic
2024-12-18,6.0,,52.205563,21.049912,1,block_of_flats,0,Mokotow,3200,700,58.5,3.0,10.0,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0.09729119073767606,2.6683236039662157,3.715,83.43283999185373,1,standard
2024-12-18,9.0,district,52.227571,20.988766,1,block_of_flats,1,Wola,2790,800,38.0,2.0,10.0,0,1,0,0,0,1,0,0,0,1,45.0,0,1,0,0,0.18036075082500183,0.33592460392894363,1.614,90.49752760908082,1,basic
2024-12-18,2.0,district,52.160824,21.078011,1,apartment,1,Wilanow,2800,1000,60.0,2.0,4.0,0,1,1,0,1,0,1,0,0,0,16.0,0,0,1,0,0.35955533413774143,2.4590213619335426,8.876,97.91448753625801,1,basic
2024-12-18,4.0,district,52.26971,20.98462,1,block_of_flats,0,Zoliborz,2750,435,28.0,2.0,10.0,0,1,0,0,0,0,0,0,0,1,,0,1,0,0,0.05533462249880713,0.05533462249880713,4.829,97.39359626427871,1,basic
2024-12-18,2.0,boiler room,52.174358,21.049633,1,apartment,0,Mokotow,3350,800,49.0,2.0,5.0,0,0,0,0,1,0,0,0,1,1,15.0,1,1,1,1,0.07190934179130966,1.5548695814949094,6.662,90.90656339732281,1,standard
2024-12-18,6.0,,52.23703,21.11132,0,other,0,Praga_Poludnie,2900,800,49.0,2.0,9.0,0,1,0,0,1,0,0,0,0,0,,0,0,1,0,0.07387944313220828,4.737021559895292,6.799,87.5388181619736,1,standard
2024-12-18,1.0,gas,52.20997,20.96727,1,block_of_flats,0,Ochota,3100,500,32.0,2.0,,0,1,0,0,0,0,1,1,1,0,,0,1,0,0,0.20362896779117123,2.3402164192754955,3.766,88.59541155121023,1,standard
2024-12-18,10.0,district,52.271255,20.940703,1,block_of_flats,0,Bielany,3265,935,51.0,3.0,10.0,0,1,0,0,0,1,0,0,0,1,55.0,1,1,1,0,0.15034405626385408,1.2388813633490996,6.711,78.32695763662471,1,standard
2024-12-18,2.0,district,52.28068,20.96316,0,block_of_flats,1,Bielany,2500,500,39.0,1.0,2.0,0,1,0,0,0,1,0,0,1,0,65.0,1,1,0,0,0.22660924221084158,0.41061985598166617,6.579,97.98496710495951,1,standard
2024-12-18,1.0,,52.21628,21.04177,0,other,0,Srodmiescie,6300,0,65.0,3.0,4.0,0,1,0,0,1,0,0,1,0,0,,0,0,1,0,0.12038985918267203,1.7996216955950666,2.507,88.88121520736813,1,standard
2024-12-18,10.0,,52.25878,20.98327,0,other,0,Srodmiescie,3700,0,33.0,2.0,15.0,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,0.11482702815870138,0.7317854347884377,3.786,106.63121734931985,1,standard
2024-12-18,8.0,district,52.244121,21.086546,1,apartment,0,Praga_Poludnie,3800,1000,55.0,2.0,8.0,0,1,0,0,1,1,0,0,0,1,7.0,1,1,1,0,0.0675578375050585,2.9509943723089727,5.311,85.44887005919918,1,standard
2024-12-18,4.0,district,52.29332,20.92866,1,block_of_flats,1,Bielany,3850,1150,67.0,3.0,10.0,0,1,0,0,1,1,0,1,0,0,50.0,1,1,1,0,0.13404995538080489,0.13404995538080489,9.076,80.90820567016799,1,standard
2024-12-18,1.0,district,52.290001,20.933426,0,block_of_flats,0,Bielany,3000,1000,50.0,3.0,3.0,0,0,0,0,0,0,0,1,1,0,50.0,1,1,1,0,0.05631896224988106,0.15152257211753276,8.585,85.46739592948386,1,standard
2024-12-18,3.0,district,52.202409,20.994357,1,apartment,0,Mokotow,11800,1000,83.0,3.0,4.0,0,1,0,1,0,0,1,0,0,0,15.0,1,1,1,1,0.40285846549954973,1.1316964074703502,3.269,100.55409732852492,1,superior
2024-12-18,1.0,,52.24669,20.99373,0,other,0,Srodmiescie,3490,952,53.44,3.0,3.0,0,0,0,0,0,0,0,0,0,0,65.0,0,0,0,0,0.2193415059095866,0.4423166626798803,2.27,98.3303382469433,1,standard
2024-12-18,1.0,,52.20597,21.00507,0,other,0,Mokotow,3700,900,60.0,2.0,3.0,0,1,0,0,0,0,0,0,0,0,87.0,0,0,1,0,0.12037437090477446,0.325956898888824,2.683,94.67634831458602,0,standard
2024-12-18,2.0,district,52.190326,20.891064,0,block_of_flats,0,Ursus,2700,630,37.0,2.0,3.0,0,0,0,0,0,1,0,1,0,0,70.0,0,0,1,0,0.07508569502791226,5.532646707929148,9.343,80.39899957998864,1,standard
2024-12-18,4.0,district,52.225388,21.009194,0,tenement,0,Srodmiescie,3120,680,30.0,1.0,,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0.28679035341999093,0.44985170148589637,0.521,112.98612257370701,1,standard
2024-12-18,1.0,district,52.24168,21.08406,1,apartment,0,Praga_Poludnie,3000,650,31.0,1.0,6.0,0,1,0,0,1,0,0,0,0,1,4.0,1,1,1,1,0.11806442276580231,2.8158115795069234,5.072,87.45424886180834,1,standard
2024-12-18,10.0,district,52.257654,20.980303,1,apartment,0,Wola,14000,1700,117.0,4.0,15.0,0,1,0,0,0,0,1,0,0,1,8.0,1,1,1,1,0.233199348975035,0.919784690906722,3.792,108.3601338800538,1,superior
2024-12-18,1.0,gas,52.207056,21.112484,0,other,0,Wawer,4490,0,68.0,3.0,2.0,0,1,0,1,1,0,0,0,0,0,6.0,0,1,1,0,0.1254394294925506,6.180125791357364,7.281,122.5,1,standard
2024-12-18,1.0,other,52.23036,21.10049,0,block_of_flats,0,Praga_Poludnie,3500,2000,104.3,5.0,4.0,0,1,0,0,1,0,0,0,0,0,31.0,0,0,1,0,0.29051135335941286,4.1920332939759195,6.014,76.46446565908153,1,standard
2024-12-18,3.0,district,52.237847,21.0812,0,apartment,0,Praga_Poludnie,3700,1100,65.0,3.0,6.0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0.16946329448916253,2.711278405997916,4.785,84.02655380245761,1,basic
