added_dt,last_update,link,floor,heating,advertiser_type,location,latitude,longitude,approximate_coordinates,elevator,building_type,safeguards,district,rent,additional_fees,area,room_number,students_allowed,non_smoker_only,building_height,for_renovation,balcony,terrace,garden,parking_space,separate_kitchen,utility_room,basement,gated_community,security_monitoring,building_age,cable_tv,internet,dishwasher,air_conditioning
2024-12-16,2024-12-16,https://www.otodom.pl/pl/oferta/zwirki-i-wigury2-pokoje-36-m2-balkon-ID4t8eJ,2.0,district,agency,"ul. Żwirki i Wigury, Rakowiec, Ochota, Warszawa, mazowieckie",52.19931,20.983483,0,0,block_of_flats,0,Ochota,2800,0,36.0,2.0,0,0,4.0,0,1,0,0,0,0,0,0,0,0,60.0,0,1,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/100-m2-przy-parku-i-metrze-kabaty-bezposrednio-ID4tVOu,1.0,district,owner,"ul. Kazimierza Jeżewskiego, Kabaty, Ursynów, Warszawa, mazowieckie",52.135681,21.067329,0,1,block_of_flats,0,Ursynow,6500,1500,100.0,4.0,0,1,5.0,0,1,0,0,1,1,0,0,1,1,19.0,0,0,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/2-pok-komfortowe-mieszk-na-nowym-os-na-bialolece-ID4tVBF,1.0,district,agency,"Szamocin, Białołęka, Warszawa, mazowieckie",52.337611,21.022828,1,1,apartment,1,Bialoleka,2900,700,44.88,2.0,0,0,4.0,0,0,0,0,1,0,0,0,0,0,6.0,0,0,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/2-pok-mieszkanie-300-m-od-metro-ID4tVUm,9.0,,agency,"ul. Bukowińska, Ksawerów, Mokotów, Warszawa, mazowieckie",52.18471,21.02506,0,0,other,0,Mokotow,3400,0,56.0,2.0,0,0,16.0,0,1,0,0,1,1,0,0,0,0,16.0,0,0,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/2-pok-przy-metro-ratusz-gorczewska-224-ID4tmd8,6.0,district,owner,"ul. Górczewska 224, Górce, Bemowo, Warszawa, mazowieckie",52.240057,20.901985,0,1,apartment,0,Bemowo,3350,650,42.0,2.0,1,1,7.0,0,1,0,0,0,0,0,0,1,1,,0,0,1,0
2024-12-17,2024-12-19,https://www.otodom.pl/pl/oferta/2-pok-ursus-herbu-oksza-nowe-wideo-ID4tXdV,2.0,district,owner,"ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie",52.201481,20.885939,0,1,block_of_flats,1,Ursus,3000,750,40.28,2.0,0,0,,0,1,0,0,1,0,1,0,0,1,1.0,0,0,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/2-pokoje-54m2-garaz-2-loggie-oferta-prywatna-ID4tHuV,2.0,district,owner,"ul. Krokwi, Henryków, Białołęka, Warszawa, mazowieckie",52.332237,20.975388,0,1,block_of_flats,1,Bialoleka,3000,800,54.2,2.0,0,0,3.0,0,1,1,0,1,0,0,0,1,1,14.0,1,1,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/2-pokoje-art-deco-metro-plocka-ID4tuhM,3.0,district,agency,"ul. Siedmiogrodzka, Czyste, Wola, Warszawa, mazowieckie",52.23121,20.97087,0,1,apartment,0,Wola,3800,1122,36.0,2.0,0,0,9.0,0,1,0,0,1,0,0,0,1,1,7.0,1,1,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/2-pokoje-centrum-warszawy-od-zaraz-ID4hL0A,4.0,district,agency,"ul. Dzielna, Nowolipki, Wola, Warszawa, mazowieckie",52.242961,20.981854,0,0,block_of_flats,1,Wola,2800,700,40.0,2.0,0,0,4.0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/2-pokoje-duzy-taras-miejsce-parkingowe-winda-ID4nRAL,2.0,district,owner,"ul. Głębocka 54F, Grodzisk, Białołęka, Warszawa, mazowieckie",52.310093,21.070465,0,1,block_of_flats,1,Bialoleka,2900,1000,54.0,2.0,1,1,4.0,0,0,1,0,1,0,0,0,1,1,21.0,1,1,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/2-pokoje-klimatyzacja-blisko-centrum-ID4tFfd,8.0,district,owner,"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",52.23614,21.00817,1,1,apartment,0,Srodmiescie,5450,0,38.0,2.0,0,0,11.0,0,1,0,0,1,0,0,0,0,1,,1,1,1,1
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/2-pokoje-najwyzsze-pietro-59-m2-garaz-piwnica-ID44aO4,7.0,district,owner,"ul. Wileńska, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",52.258121,21.040151,0,1,tenement,1,Praga_Polnoc,3300,800,59.0,2.0,1,0,7.0,0,0,0,0,1,1,0,1,1,1,22.0,1,1,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/2-pokoje-oddzielna-kuchnia-metro-bezposrednio-ID4tVwK,2.0,district,owner,"ul. Stanisława Przybyszewskiego, Stare Bielany, Bielany, Warszawa, mazowieckie",52.279402,20.942273,0,0,tenement,0,Bielany,3500,820,45.0,2.0,0,1,3.0,0,0,0,0,0,1,0,1,0,0,69.0,1,1,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/2-pokoje-z-widna-kuchnia-i-balkonem-brodno-ID4o9TW,3.0,district,owner,"ul. Nadwiślańska, Bródno, Targówek, Warszawa, mazowieckie",52.285863,21.026663,0,0,block_of_flats,1,Targowek,2600,753,51.5,2.0,0,1,4.0,0,1,0,0,1,1,0,0,1,1,26.0,0,1,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/2-pokojowe-na-odolanach-ul-j-kazimierza-43-ID4tFo2,6.0,district,owner,"ul. Jana Kazimierza, Odolany, Wola, Warszawa, mazowieckie",52.2232,20.938849,0,0,block_of_flats,0,Wola,3800,800,44.0,2.0,0,0,10.0,0,1,1,0,0,0,0,0,1,1,1.0,1,1,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/2-sypialnie-miejsce-postojowe-powisle-ID4pJOe,2.0,district,agency,"ul. Czerniakowska, Solec, Śródmieście, Warszawa, mazowieckie",52.22746,21.0374,0,1,apartment,0,Srodmiescie,13500,27000,103.0,3.0,0,0,6.0,0,1,0,0,1,0,0,0,0,0,23.0,0,1,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/2pok-mieszkanie-na-woli-balkon-ID4tsuQ,3.0,district,agency,"ul. Giełdowa, Czyste, Wola, Warszawa, mazowieckie",52.23077,20.9743,0,1,apartment,0,Wola,4800,1000,46.0,2.0,0,0,7.0,0,1,0,0,1,0,0,0,1,1,13.0,1,1,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/3-pok-nowoczesne-luksusowo-wyposazone-przy-metrze-ID4rjrc,3.0,district,owner,"ul. Sonaty, Służew, Mokotów, Warszawa, mazowieckie",52.170039,21.027413,0,1,apartment,1,Mokotow,5000,1200,87.0,3.0,0,0,11.0,0,1,1,0,1,1,0,1,0,1,3.0,1,1,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/3-pok-wynajmij-nowy-apartament-warszawa-bialoleka-ID4t39h,1.0,district,agency,"ul. Płochocińska, Szamocin, Białołęka, Warszawa, mazowieckie",52.36295,21.02761,0,1,apartment,1,Bialoleka,2870,0,48.0,3.0,0,0,2.0,0,0,0,1,1,0,1,0,1,1,1.0,1,1,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/3-pokoje-62-m2-villa-concorde-warszawa-solinska-19-ID4sOZo,3.0,district,owner,"ul. Solińska, Okęcie, Włochy, Warszawa, mazowieckie",52.191991,20.975424,0,1,apartment,1,Wlochy,3500,1020,62.8,3.0,0,0,4.0,0,1,0,0,1,0,0,0,1,1,18.0,1,1,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/3-pokoje-przy-metrze-cena-z-czynszem-ID4tVOv,10.0,district,agency,"ul. Płocka, Czyste, Wola, Warszawa, mazowieckie",52.23051,20.96759,0,1,block_of_flats,1,Wola,3800,0,56.0,3.0,0,0,10.0,0,1,0,0,0,1,0,0,0,1,43.0,1,1,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/3-sloneczne-i-ciche-pokoje-na-woli-ID4t8UR,4.0,,owner,"ul. Żytnia 60, Młynów, Wola, Warszawa, mazowieckie",52.23914,20.972306,0,1,tenement,0,Wola,3500,1000,55.3,3.0,0,0,7.0,0,1,0,0,0,1,0,0,0,0,65.0,0,0,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/37m2-wysoki-standard-mokotow-ID4d0V7,2.0,district,owner,"Siekierki, Mokotów, Warszawa, mazowieckie",52.209208,21.063625,1,1,block_of_flats,1,Mokotow,3200,800,37.0,2.0,0,0,3.0,0,1,0,0,1,0,0,0,1,1,10.0,1,1,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/4-pokoje-na-saskiej-kepie-ID4t1Zb,2.0,district,agency,"ul. Arabska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",52.222316,21.069071,0,1,apartment,0,Praga_Poludnie,6900,0,94.0,4.0,0,0,3.0,0,1,0,0,1,0,0,0,0,0,21.0,0,0,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/780700-ID4t378,3.0,district,agency,"ul. Kwiatowa, Stary Mokotów, Mokotów, Warszawa, mazowieckie",52.20274,21.01208,0,0,tenement,0,Mokotow,3777,1000,43.0,2.0,0,1,3.0,0,0,0,0,0,0,0,1,0,0,89.0,0,0,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/92m2-3-pokoje-metro-raclawicka-ID4my8Y,2.0,,agency,"ul. Wiktorska, Stary Mokotów, Mokotów, Warszawa, mazowieckie",52.198687,21.010745,0,0,apartment,0,Mokotow,6500,1,92.0,3.0,0,0,,0,0,0,0,1,0,0,0,0,0,,0,0,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/apartament-62m2-os-bokserska-mokotow-ID4t2uV,7.0,district,agency,"ul. Bokserska, Służew, Mokotów, Warszawa, mazowieckie",52.16946,20.998061,0,1,apartment,1,Mokotow,4200,1300,62.0,3.0,0,0,7.0,0,1,1,0,0,1,0,0,1,1,3.0,0,0,1,1
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/apartament-eko-park-zaryna-promocja-do-22-12-ID3as5v,5.0,district,owner,"Żaryna, Chodkiewicza, Biały Kamień, Eko-Park, Wyględów, Mokotów, Warszawa, mazowieckie",52.204565,20.99387,0,1,apartment,0,Mokotow,4200,1000,50.0,2.0,0,0,6.0,0,1,0,0,1,0,0,0,1,1,17.0,1,1,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/apartament-na-mokotowie-po-remoncie-ID4t6Mt,4.0,district,owner,"Osiedle Ażurowe Okiennice, Aleja Wilanowska 75, Stegny, Mokotów, Warszawa, mazowieckie",52.171656,21.053688,0,1,apartment,1,Mokotow,7100,1500,90.0,3.0,0,0,4.0,0,0,1,0,1,0,1,1,1,1,17.0,1,1,1,1
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/apartament-na-powislu-2-syp-2-auta-ID48tBk,5.0,district,agency,"Kruczkowskiego Patria, Solec, Śródmieście, Warszawa, mazowieckie",52.23195,21.03101,0,1,apartment,1,Srodmiescie,17000,0,150.0,3.0,0,0,6.0,0,0,1,0,1,0,0,0,1,0,16.0,0,1,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/apartament-z-widokiem-na-park-zeranski-ID4tFk9,4.0,,owner,"Żerań, Białołęka, Warszawa, mazowieckie",52.305931,20.995245,0,1,apartment,1,Bialoleka,6700,1300,96.0,4.0,0,1,4.0,0,1,1,0,1,1,1,0,1,1,11.0,0,0,1,0
2024-12-17,2024-12-20,https://www.otodom.pl/pl/oferta/atrkcyjne-90-m2-biuro-w-srodmiesciu-ID4tVm0,5.0,,agency,"al. Aleja Jana Pawła II, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",52.22956,21.001038,0,1,other,0,Srodmiescie,7000,0,90.6,4.0,0,0,12.0,0,1,1,0,1,1,0,0,0,1,24.0,0,0,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/azurowe-okiennice-kameralny-budynek-od-zaraz-ID4tEnK,1.0,district,agency,"al. Aleja Wilanowska, Stegny, Mokotów, Warszawa, mazowieckie",52.17136,21.05187,0,1,apartment,0,Mokotow,5500,0,83.0,3.0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/basen-garaz-park-loggia-ID4sNWK,1.0,district,agency,"ul. Ludowa, Sielce, Mokotów, Warszawa, mazowieckie",52.20207,21.02716,0,1,apartment,0,Mokotow,12000,0,100.0,3.0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/bez-prowizji-dwupokojowy-kuchnia-oddzielna-ID4tEne,5.0,district,owner,"ul. Puławska 119, Wierzbno, Mokotów, Warszawa, mazowieckie",52.194506,21.025004,0,0,other,0,Mokotow,3140,800,53.0,2.0,1,0,5.0,0,0,0,0,0,1,0,0,1,0,,1,1,1,1
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/bez-prowizji-wola-2-pok-metro-ksiecia-janusz-ID4t6sC,10.0,,agency,"ul. Góralska, Ulrychów, Wola, Warszawa, mazowieckie",52.23787,20.93914,0,0,other,0,Wola,3200,880,37.0,2.0,0,0,13.0,0,1,0,0,0,0,0,0,0,0,47.0,0,0,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/bezposrednio-55-m2-przy-parku-parking-ID4tFpn,1.0,boiler room,owner,"ul. Włodarzewska, Szczęśliwice, Ochota, Warszawa, mazowieckie",52.199856,20.958639,0,0,block_of_flats,0,Ochota,3100,1200,55.0,2.0,0,0,3.0,0,1,0,0,1,1,0,0,1,1,24.0,0,0,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/bezposrednio-przestronne-mieszkanie-rezerwacja-ID4tpdo,1.0,district,owner,"ul. Gustawa Morcinka 3B, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",52.260612,20.919924,0,1,block_of_flats,1,Bemowo,4900,100,69.5,3.0,0,0,5.0,0,1,0,0,1,0,0,0,0,1,,1,1,1,1
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/bezposrednio-stary-mokotow-2-pok-metro-raclawicka-ID4teAO,4.0,district,owner,"Stary Mokotów, Mokotów, Warszawa, mazowieckie",52.197943,21.00746,0,0,block_of_flats,0,Mokotow,2950,950,39.0,2.0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/bezposrednio-wynajme-3-pokojowe-mieszkanie-mokotow-ID47Efd,7.0,district,owner,"Czerniaków, Mokotów, Warszawa, mazowieckie",52.206431,21.052179,1,1,block_of_flats,1,Mokotow,3800,400,73.0,3.0,1,0,7.0,0,1,0,0,1,1,0,0,1,0,28.0,0,0,1,1
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/bialoleka-okazja-piekne-z-klima-ladne-umeblowane-ID4tHvj,2.0,district,agency,"ul. Skarbka z Gór, Grodzisk, Białołęka, Warszawa, mazowieckie",52.3185,21.0587,0,0,apartment,0,Bialoleka,2000,600,36.0,1.0,1,0,3.0,0,1,1,0,1,0,0,0,1,1,11.0,0,1,0,1
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/bohema-metro-szwedzka-2-pokoje-garaz-nowe-ID4tGaF,2.0,district,agency,"ul. Szwedzka, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",52.26492,21.04182,0,1,apartment,1,Praga_Polnoc,3500,500,39.5,2.0,0,0,6.0,0,1,0,0,1,0,0,0,1,1,3.0,1,1,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/ciche-m2-przy-parku-wygledow-bez-prowizji-ID4tEtu,8.0,district,agency,"ul. Jasielska, Rakowiec, Ochota, Warszawa, mazowieckie",52.198935,20.981292,0,0,block_of_flats,0,Ochota,2700,0,37.1,2.0,0,1,10.0,0,0,0,0,0,1,0,0,0,0,53.0,0,0,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/ciolka-kolo-parkow-2-pok-44m-nowe-garaz-wola-ID4tq8H,2.0,district,owner,"ul. Erazma Ciołka 25, Koło, Wola, Warszawa, mazowieckie",52.243919,20.943937,0,1,apartment,1,Wola,3700,820,44.0,2.0,0,1,6.0,0,1,0,0,1,0,0,0,1,1,1.0,0,0,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/czteropokojowe-mieszkanie-na-starym-mokotowie-ID4tsbD,6.0,district,agency,"ul. Melsztyńska, Stary Mokotów, Mokotów, Warszawa, mazowieckie",52.205987,21.018472,0,1,block_of_flats,0,Mokotow,3500,1500,77.04,4.0,0,0,11.0,0,1,0,0,1,1,0,1,0,1,51.0,0,0,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/cztery-oddzielne-pokoje-marina-mokotow-ID49Al8,5.0,district,agency,"ul. Przejazd, Wyględów, Mokotów, Warszawa, mazowieckie",52.192747,20.988496,0,0,other,0,Mokotow,6200,500,111.0,4.0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/do-wynajecia-2-3-pokojowe-na-natolinie-ID4tVBR,1.0,district,agency,"Natolin, Ursynów, Warszawa, mazowieckie",52.141198,21.047061,1,0,block_of_flats,1,Ursynow,2900,490,49.0,3.0,0,0,10.0,0,0,0,0,0,1,0,1,0,0,43.0,0,0,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/do-wynajecia-mieszkanie-28-m2-domaniewska-ID4tXf6,7.0,,owner,"ul. Domaniewska 47a, Służewiec, Mokotów, Warszawa, mazowieckie",52.182743,20.994008,0,1,block_of_flats,0,Mokotow,3200,0,28.0,1.0,0,0,8.0,0,1,0,0,1,0,0,0,0,0,2.0,1,0,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/doskonale-skomunikowane-blisko-uczelni-wyzszych-ID4tEuF,1.0,district,agency,"ul. Żwirki i Wigury, Rakowiec, Ochota, Warszawa, mazowieckie",52.19459,20.98202,0,0,block_of_flats,0,Ochota,3000,700,59.7,3.0,0,0,4.0,1,1,0,0,0,0,0,1,0,0,56.0,0,0,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/duza-kawalerka-przy-metrze-kabaty-od-zaraz-ID4pIVx,4.0,district,agency,"ul. Kabacki Dukt, Kabaty, Ursynów, Warszawa, mazowieckie",52.129299,21.065847,0,1,apartment,1,Ursynow,2300,600,33.0,1.0,0,0,5.0,0,1,0,0,0,1,0,0,1,1,15.0,1,1,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/duze-3-pok-metro-sluzew-ul-sonaty-pow-87m2-ID4rwhs,3.0,,agency,"ul. Sonaty, Służew, Mokotów, Warszawa, mazowieckie",52.170039,21.027413,0,1,apartment,0,Mokotow,5000,1200,87.0,3.0,0,0,7.0,0,1,0,0,1,0,1,0,1,1,4.0,0,0,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/dwa-miejsca-parkingowe-dwie-sypialnie-taras-ID4t7w9,4.0,district,agency,"ul. Prymasa Augusta Hlonda, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",52.1584,21.06857,0,1,apartment,0,Wilanow,19500,2300,179.0,4.0,0,0,4.0,0,0,1,0,1,0,1,0,0,0,16.0,0,0,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/dwa-pokoje-do-wynajecia-stary-mokotow-ID4sU2U,1.0,district,agency,"ul. Aleksandra Kraushara, Stary Mokotów, Mokotów, Warszawa, mazowieckie",52.199986,21.010692,0,0,tenement,0,Mokotow,3300,0,41.0,2.0,0,0,4.0,0,1,0,0,0,0,0,1,0,0,65.0,1,1,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/dwa-pokoje-ogrodek-40-m2-garaz-ID4tprk,1.0,district,agency,"ul. Lazurowa, Chrzanów, Bemowo, Warszawa, mazowieckie",52.225804,20.895207,0,1,other,0,Bemowo,3500,0,40.0,2.0,0,0,6.0,0,0,1,1,1,0,0,0,0,1,2.0,1,1,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/dwa-pokoje-z-oddzielna-kuchnia-swiezo-po-remoncie-ID4tEAB,1.0,district,owner,"ul. Mordechaja Anielewicza, Nowolipki, Wola, Warszawa, mazowieckie",52.246667,20.986534,0,1,block_of_flats,1,Wola,4000,0,50.0,2.0,0,1,8.0,0,1,0,0,0,1,0,1,0,0,55.0,1,0,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-na-goclawiu-meissnera-ID3Vbes,5.0,district,owner,"ul. Janusza Meissnera, Gocław, Praga-Południe, Warszawa, mazowieckie",52.222837,21.086845,0,1,apartment,0,Praga_Poludnie,3200,950,57.0,2.0,0,1,10.0,0,0,1,0,0,0,0,0,1,1,24.0,0,0,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-na-mokotowie-sadyba-ID4sxk5,6.0,district,agency,"ul. Bernardyńska, Czerniaków, Mokotów, Warszawa, mazowieckie",52.19288,21.0642,0,1,block_of_flats,1,Mokotow,2400,700,35.0,2.0,0,0,12.0,0,0,0,0,0,0,0,1,0,1,48.0,1,1,0,0
2024-12-17,2024-12-19,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-na-powislu-ID4tVII,3.0,district,agency,"ul. Dobra, Powiśle, Śródmieście, Warszawa, mazowieckie",52.238548,21.027771,0,1,tenement,0,Srodmiescie,3500,800,50.0,2.0,0,0,5.0,0,1,0,0,0,0,0,0,0,0,114.0,0,0,1,0
2024-12-17,2024-12-20,https://www.otodom.pl/pl/oferta/ekskluzywny-boho-apartament-wynajem-do-maja-2025-ID4tVlh,3.0,,agency,"ul. Franciszka Klimczaka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",52.162745,21.077824,0,1,apartment,0,Wilanow,5000,1700,100.0,2.0,0,0,4.0,0,1,1,0,1,0,0,0,0,0,,0,0,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/eleganckie-3-pokoje-powisle-english-ID4tgUg,,district,owner,"Powiśle, Śródmieście, Warszawa, mazowieckie",52.236928,21.030203,1,0,tenement,0,Srodmiescie,8000,0,95.0,3.0,1,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/eleganckie-mieszkanie-w-przedwojennej-kamienicy-ID46nCK,3.0,district,agency,"ul. Nowogrodzka, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",52.229519,21.015066,0,1,apartment,0,Srodmiescie,5000,900,41.0,2.0,0,0,5.0,0,1,0,0,0,0,0,0,0,0,113.0,0,0,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/idealne-mieszkanie-przy-metrze-na-starym-mokotowie-ID4sTKA,2.0,district,agency,"ul. Odolańska, Stary Mokotów, Mokotów, Warszawa, mazowieckie",52.201099,21.018,0,0,tenement,1,Mokotow,3500,600,47.0,2.0,0,0,3.0,0,1,0,0,0,0,0,0,0,0,95.0,0,0,0,0
2024-12-17,2024-12-18,https://www.otodom.pl/pl/oferta/jasne-2-pokojowe-mieszkanie-idealnie-dla-pary-ID4tVQu,1.0,,agency,"Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",52.15759,21.06724,1,0,other,0,Wilanow,4000,1100,53.0,2.0,0,0,3.0,0,1,0,0,1,0,0,0,0,0,12.0,0,0,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/jasne-3-pok-mieszkanie-rozkladowe-z-2-lazienkami-ID4sx9K,1.0,other,agency,"Grodzisk, Białołęka, Warszawa, mazowieckie",52.316954,21.059289,1,1,block_of_flats,0,Bialoleka,4000,1000,67.8,3.0,0,0,2.0,0,1,0,0,1,1,0,0,0,1,15.0,0,0,0,0
2024-12-17,2025-01-04,https://www.otodom.pl/pl/oferta/jasne-ciche-balkon-przy-lazienkach-klimatyzacja-ID4u6DK,1.0,district,agency,"ul. Spacerowa, Ujazdów, Śródmieście, Warszawa, mazowieckie",52.20936,21.02624,0,0,tenement,1,Srodmiescie,3900,1060,64.0,2.0,0,0,4.0,0,1,0,1,1,0,0,0,0,0,,1,1,1,1
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/jasne-klimatyczne-mieszkanie-stary-mokotow-ID4tVI1,3.0,,agency,"Stary Mokotów, Mokotów, Warszawa, mazowieckie",52.20331,21.01012,0,0,other,0,Mokotow,9000,1000,85.0,3.0,0,0,4.0,0,1,0,0,0,0,0,0,0,0,88.0,0,0,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/kawalerka-16-m2-praga-poludnie-kozuchowska-ID49xRV,,electric,owner,"ul. Kożuchowska, Międzylesie, Wawer, Warszawa, mazowieckie",52.204464,21.172639,0,0,tenement,1,Wawer,1500,0,16.0,1.0,0,0,,0,0,0,0,1,1,0,0,0,0,,0,0,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/kawalerka-24-m2-przy-metrze-wawrzyszew-ID4brsw,5.0,district,owner,"ul. Samuela Bogumiła Lindego, Wrzeciono, Bielany, Warszawa, mazowieckie",52.286552,20.941045,0,1,block_of_flats,1,Bielany,2300,450,24.0,1.0,1,0,10.0,0,1,0,0,0,0,0,0,0,0,49.0,0,1,0,0
2024-12-17,2024-12-20,https://www.otodom.pl/pl/oferta/kawalerka-25-m2-wlochy-pets-ok-ID4tVAh,2.0,district,agency,"Okęcie, Włochy, Warszawa, mazowieckie",52.17991,20.94782,1,1,other,0,Wlochy,45,0,25.05,1.0,1,0,6.0,0,1,0,0,1,0,0,0,0,1,1.0,0,1,1,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/kawalerka-26-m2-po-remoncie-ul-bialowieska-ID4nJKz,2.0,district,owner,"ul. Białowieska, Grochów, Praga-Południe, Warszawa, mazowieckie",52.23804,21.091384,0,0,block_of_flats,0,Praga_Poludnie,2200,500,26.0,1.0,0,0,4.0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/kawalerka-34-m-cena-2500zl-ursus-ID4tkRG,2.0,district,agency,"ul. Apartamentowa, Skorosze, Ursus, Warszawa, mazowieckie",52.194057,20.907211,0,0,other,1,Ursus,2500,580,34.0,1.0,1,0,3.0,0,0,0,0,1,1,0,1,1,1,20.0,1,1,0,0
2024-12-17,2024-12-17,https://www.otodom.pl/pl/oferta/kawalerka-dla-1-osoby-basement-w-domku-blisko-wat-ID3Z28c,,gas,owner,"Groty, Bemowo, Warszawa, mazowieckie",52.251131,20.87895,1,0,other,0,Bemowo,2100,250,26.0,1.0,1,1,1.0,0,0,0,0,1,1,0,0,1,0,,0,0,0,0
